task,depth,width,params_mantissa,params_power10,repeat_count
denoising,9,2,3.6,2,5
denoising,9,1,2.0,2,5
denoising,10,4480,1.8,8,5
denoising,10,4367,1.7,8,5
denoising,10,4251,1.6,8,5
denoising,10,4131,1.5,8,5
denoising,10,4008,1.5,8,5
denoising,10,3881,1.4,8,5
denoising,10,3750,1.3,8,5
denoising,10,3614,1.2,8,5
denoising,10,3473,1.1,8,5
denoising,10,3326,1.0,8,5
denoising,10,3155,9.0,7,5
denoising,10,2974,8.0,7,5
denoising,10,2781,7.0,7,5
denoising,10,2574,6.0,7,5
denoising,10,2349,5.0,7,5
denoising,10,2101,4.0,7,5
denoising,10,1818,3.0,7,5
denoising,10,1483,2.0,7,5
denoising,10,1046,1.0,7,5
denoising,10,992,9.0,6,5
denoising,10,935,8.0,6,5
denoising,10,874,7.0,6,5
denoising,10,809,6.0,6,5
denoising,10,738,5.0,6,5
denoising,10,659,4.0,6,5
denoising,10,570,3.0,6,5
denoising,10,464,2.0,6,5
denoising,10,326,1.0,6,5
denoising,10,309,9.0,5,5
denoising,10,291,8.0,5,5
denoising,10,271,7.0,5,5
denoising,10,251,6.0,5,5
denoising,10,228,5.0,5,5
denoising,10,203,4.0,5,5
denoising,10,175,3.0,5,5
denoising,10,142,2.0,5,5
denoising,10,98,1.0,5,5
denoising,10,93,9.1,4,5
denoising,10,87,8.0,4,5
denoising,10,81,7.0,4,5
denoising,10,74,6.0,4,5
denoising,10,67,5.0,4,5
denoising,10,59,4.0,4,5
denoising,10,51,3.1,4,5
denoising,10,40,2.0,4,5
denoising,10,26,9.7,3,5
denoising,10,25,9.1,3,5
denoising,10,23,8.0,3,5
denoising,10,21,6.9,3,5
denoising,10,19,5.9,3,5
denoising,10,17,5.0,3,5
denoising,10,15,4.1,3,5
denoising,10,12,3.0,3,5
denoising,10,9,2.0,3,5
denoising,10,5,9.7,2,5
denoising,10,4,7.5,2,5
denoising,10,3,5.5,2,5
denoising,10,2,3.7,2,5
denoising,10,1,2.0,2,5
anomaly,1,20416,2.3,6,5
anomaly,1,19149,2.1,6,5
anomaly,1,17881,2.0,6,5
anomaly,1,16614,1.8,6,5
anomaly,1,15346,1.7,6,5
anomaly,1,14079,1.6,6,5
anomaly,1,12811,1.4,6,5
anomaly,1,11544,1.3,6,5
anomaly,1,10276,1.1,6,5
anomaly,1,9009,1.0,6,5
anomaly,1,8108,9.0,5,5
anomaly,1,7207,8.0,5,5
anomaly,1,6306,7.0,5,5
anomaly,1,5405,6.0,5,5
anomaly,1,4504,5.0,5,5
anomaly,1,3603,4.0,5,5
anomaly,1,2702,3.0,5,5
anomaly,1,1801,2.0,5,5
anomaly,1,900,1.0,5,5
anomaly,1,810,9.0,4,5
anomaly,1,720,8.0,4,5
anomaly,1,630,7.0,4,5
anomaly,1,540,6.0,4,5
anomaly,1,450,5.0,4,5
anomaly,1,360,4.0,4,5
anomaly,1,270,3.0,4,5
anomaly,1,180,2.0,4,5
anomaly,1,90,1.0,4,5
anomaly,1,81,9.0,3,5
anomaly,1,72,8.0,3,5
anomaly,1,63,7.0,3,5
anomaly,1,54,6.0,3,5
anomaly,1,45,5.0,3,5
anomaly,1,36,4.0,3,5
anomaly,1,27,3.1,3,5
anomaly,1,18,2.1,3,5
anomaly,1,9,1.1,3,5
anomaly,1,8,9.4,2,5
anomaly,1,7,8.3,2,5
anomaly,1,6,7.2,2,5
anomaly,1,5,6.1,2,5
anomaly,1,4,5.0,2,5
anomaly,1,3,3.9,2,5
anomaly,1,2,2.8,2,5
anomaly,1,1,1.6,2,5
anomaly,2,14272,2.1,8,5
anomaly,2,13858,1.9,8,5
anomaly,2,13431,1.8,8,5
anomaly,2,12990,1.7,8,5
anomaly,2,12533,1.6,8,5
anomaly,2,12060,1.5,8,5
anomaly,2,11567,1.4,8,5
anomaly,2,11052,1.2,8,5
anomaly,2,10512,1.1,8,5
anomaly,2,9943,1.0,8,5
anomaly,2,9430,9.0,7,5
anomaly,2,8887,8.0,7,5
anomaly,2,8310,7.0,7,5
anomaly,2,7689,6.0,7,5
anomaly,2,7014,5.0,7,5
anomaly,2,6268,4.0,7,5
anomaly,2,5421,3.0,7,5
anomaly,2,4415,2.0,7,5
anomaly,2,3106,1.0,7,5
anomaly,2,2944,9.0,6,5
anomaly,2,2772,8.0,6,5
anomaly,2,2589,7.0,6,5
anomaly,2,2393,6.0,6,5
anomaly,2,2180,5.0,6,5
anomaly,2,1944,4.0,6,5
anomaly,2,1676,3.0,6,5
anomaly,2,1358,2.0,6,5
anomaly,2,945,1.0,6,5
anomaly,2,893,9.0,5,5
anomaly,2,839,8.0,5,5
anomaly,2,782,7.0,5,5
anomaly,2,720,6.0,5,5
anomaly,2,652,5.0,5,5
anomaly,2,578,4.0,5,5
anomaly,2,494,3.0,5,5
anomaly,2,394,2.0,5,5
anomaly,2,264,1.0,5,5
anomaly,2,248,9.0,4,5
anomaly,2,231,8.0,4,5
anomaly,2,214,7.0,4,5
anomaly,2,194,6.0,4,5
anomaly,2,174,5.0,4,5
anomaly,2,151,4.0,4,5
anomaly,2,125,3.0,4,5
anomaly,2,95,2.0,4,5
anomaly,2,58,1.0,4,5
anomaly,2,53,8.9,3,5
anomaly,2,49,8.0,3,5
anomaly,2,44,7.0,3,5
anomaly,2,39,6.0,3,5
anomaly,2,34,5.1,3,5
anomaly,2,28,4.0,3,5
anomaly,2,22,3.0,3,5
anomaly,2,15,2.0,3,5
anomaly,2,8,1.0,3,5
anomaly,2,7,9.0,2,5
anomaly,2,6,7.7,2,5
anomaly,2,5,6.5,2,5
anomaly,2,4,5.3,2,5
anomaly,2,3,4.0,2,5
anomaly,2,2,2.9,2,5
anomaly,2,1,1.7,2,5
anomaly,3,10560,2.2,8,5
anomaly,3,10229,2.1,8,5
anomaly,3,9887,2.0,8,5
anomaly,3,9532,1.8,8,5
anomaly,3,9164,1.7,8,5
anomaly,3,8781,1.6,8,5
anomaly,3,8380,1.4,8,5
anomaly,3,7959,1.3,8,5
anomaly,3,7514,1.1,8,5
anomaly,3,7042,1.0,8,5
anomaly,3,6679,9.0,7,5
anomaly,3,6295,8.0,7,5
anomaly,3,5887,7.0,7,5
anomaly,3,5448,6.0,7,5
anomaly,3,4971,5.0,7,5
anomaly,3,4443,4.0,7,5
anomaly,3,3844,3.0,7,5
anomaly,3,3133,2.0,7,5
anomaly,3,2207,1.0,7,5
anomaly,3,2092,9.0,6,5
anomaly,3,1971,8.0,6,5
anomaly,3,1842,7.0,6,5
anomaly,3,1703,6.0,6,5
anomaly,3,1552,5.0,6,5
anomaly,3,1385,4.0,6,5
anomaly,3,1196,3.0,6,5
anomaly,3,971,2.0,6,5
anomaly,3,678,1.0,6,5
anomaly,3,642,9.0,5,5
anomaly,3,604,8.0,5,5
anomaly,3,563,7.0,5,5
anomaly,3,519,6.0,5,5
anomaly,3,472,5.0,5,5
anomaly,3,419,4.0,5,5
anomaly,3,359,3.0,5,5
anomaly,3,288,2.0,5,5
anomaly,3,196,1.0,5,5
anomaly,3,185,9.0,4,5
anomaly,3,173,8.0,4,5
anomaly,3,160,7.0,4,5
anomaly,3,146,6.0,4,5
anomaly,3,131,5.0,4,5
anomaly,3,115,4.0,4,5
anomaly,3,97,3.0,4,5
anomaly,3,75,2.0,4,5
anomaly,3,47,1.0,4,5
anomaly,3,44,9.1,3,5
anomaly,3,40,7.9,3,5
anomaly,3,37,7.1,3,5
anomaly,3,33,6.1,3,5
anomaly,3,28,4.9,3,5
anomaly,3,24,4.0,3,5
anomaly,3,19,3.0,3,5
anomaly,3,14,2.1,3,5
anomaly,3,7,9.7,2,5
anomaly,3,6,8.3,2,5
anomaly,3,5,6.9,2,5
anomaly,3,4,5.5,2,5
anomaly,3,3,4.2,2,5
anomaly,3,2,3.0,2,5
anomaly,3,1,1.7,2,5
anomaly,4,8512,2.2,8,5
anomaly,4,8251,2.1,8,5
anomaly,4,7982,1.9,8,5
anomaly,4,7703,1.8,8,5
anomaly,4,7413,1.7,8,5
anomaly,4,7112,1.5,8,5
anomaly,4,6798,1.4,8,5
anomaly,4,6469,1.3,8,5
anomaly,4,6122,1.1,8,5
anomaly,4,5754,1.0,8,5
anomaly,4,5457,9.0,7,5
anomaly,4,5144,8.0,7,5
anomaly,4,4810,7.0,7,5
anomaly,4,4452,6.0,7,5
anomaly,4,4063,5.0,7,5
anomaly,4,3632,4.0,7,5
anomaly,4,3142,3.0,7,5
anomaly,4,2562,2.0,7,5
anomaly,4,1806,1.0,7,5
anomaly,4,1712,9.0,6,5
anomaly,4,1613,8.0,6,5
anomaly,4,1508,7.0,6,5
anomaly,4,1394,6.0,6,5
anomaly,4,1271,5.0,6,5
anomaly,4,1135,4.0,6,5
anomaly,4,980,3.0,6,5
anomaly,4,797,2.0,6,5
anomaly,4,558,1.0,6,5
anomaly,4,528,9.0,5,5
anomaly,4,497,8.0,5,5
anomaly,4,463,7.0,5,5
anomaly,4,428,6.0,5,5
anomaly,4,389,5.0,5,5
anomaly,4,346,4.0,5,5
anomaly,4,297,3.0,5,5
anomaly,4,239,2.0,5,5
anomaly,4,164,1.0,5,5
anomaly,4,154,9.0,4,5
anomaly,4,144,8.0,4,5
anomaly,4,134,7.0,4,5
anomaly,4,123,6.0,4,5
anomaly,4,111,5.0,4,5
anomaly,4,97,4.0,4,5
anomaly,4,82,3.0,4,5
anomaly,4,64,2.0,4,5
anomaly,4,41,1.0,4,5
anomaly,4,38,8.9,3,5
anomaly,4,35,7.9,3,5
anomaly,4,32,7.0,3,5
anomaly,4,29,6.1,3,5
anomaly,4,25,4.9,3,5
anomaly,4,21,3.9,3,5
anomaly,4,17,3.0,3,5
anomaly,4,12,1.9,3,5
anomaly,4,7,1.0,3,5
anomaly,4,6,8.8,2,5
anomaly,4,5,7.3,2,5
anomaly,4,4,5.8,2,5
anomaly,4,3,4.4,2,5
anomaly,4,2,3.1,2,5
anomaly,4,1,1.8,2,5
anomaly,5,7296,2.1,8,5
anomaly,5,7076,2.0,8,5
anomaly,5,6850,1.9,8,5
anomaly,5,6616,1.8,8,5
anomaly,5,6373,1.6,8,5
anomaly,5,6120,1.5,8,5
anomaly,5,5857,1.4,8,5
anomaly,5,5581,1.3,8,5
anomaly,5,5291,1.1,8,5
anomaly,5,4985,1.0,8,5
anomaly,5,4728,9.0,7,5
anomaly,5,4457,8.0,7,5
anomaly,5,4168,7.0,7,5
anomaly,5,3858,6.0,7,5
anomaly,5,3520,5.0,7,5
anomaly,5,3147,4.0,7,5
anomaly,5,2723,3.0,7,5
anomaly,5,2221,2.0,7,5
anomaly,5,1566,1.0,7,5
anomaly,5,1485,9.0,6,5
anomaly,5,1399,8.0,6,5
anomaly,5,1308,7.0,6,5
anomaly,5,1209,6.0,6,5
anomaly,5,1103,5.0,6,5
anomaly,5,985,4.0,6,5
anomaly,5,851,3.0,6,5
anomaly,5,692,2.0,6,5
anomaly,5,485,1.0,6,5
anomaly,5,459,9.0,5,5
anomaly,5,432,8.0,5,5
anomaly,5,403,7.0,5,5
anomaly,5,372,6.0,5,5
anomaly,5,338,5.0,5,5
anomaly,5,301,4.0,5,5
anomaly,5,259,3.0,5,5
anomaly,5,209,2.0,5,5
anomaly,5,143,9.9,4,5
anomaly,5,135,9.0,4,5
anomaly,5,127,8.0,4,5
anomaly,5,118,7.0,4,5
anomaly,5,108,6.0,4,5
anomaly,5,97,5.0,4,5
anomaly,5,86,4.0,4,5
anomaly,5,73,3.0,4,5
anomaly,5,57,2.0,4,5
anomaly,5,37,1.0,4,5
anomaly,5,34,8.9,3,5
anomaly,5,32,8.1,3,5
anomaly,5,29,7.0,3,5
anomaly,5,26,6.0,3,5
anomaly,5,23,5.0,3,5
anomaly,5,20,4.1,3,5
anomaly,5,16,3.0,3,5
anomaly,5,12,2.1,3,5
anomaly,5,6,9.4,2,5
anomaly,5,5,7.7,2,5
anomaly,5,4,6.1,2,5
anomaly,5,3,4.6,2,5
anomaly,5,2,3.2,2,5
anomaly,5,1,1.8,2,5
anomaly,6,6400,2.1,8,5
anomaly,6,6214,1.9,8,5
anomaly,6,6023,1.8,8,5
anomaly,6,5825,1.7,8,5
anomaly,6,5621,1.6,8,5
anomaly,6,5408,1.5,8,5
anomaly,6,5187,1.4,8,5
anomaly,6,4957,1.2,8,5
anomaly,6,4715,1.1,8,5
anomaly,6,4460,1.0,8,5
anomaly,6,4230,9.0,7,5
anomaly,6,3987,8.0,7,5
anomaly,6,3729,7.0,7,5
anomaly,6,3452,6.0,7,5
anomaly,6,3150,5.0,7,5
anomaly,6,2816,4.0,7,5
anomaly,6,2437,3.0,7,5
anomaly,6,1987,2.0,7,5
anomaly,6,1402,1.0,7,5
anomaly,6,1329,9.0,6,5
anomaly,6,1252,8.0,6,5
anomaly,6,1171,7.0,6,5
anomaly,6,1083,6.0,6,5
anomaly,6,987,5.0,6,5
anomaly,6,882,4.0,6,5
anomaly,6,762,3.0,6,5
anomaly,6,620,2.0,6,5
anomaly,6,435,1.0,6,5
anomaly,6,412,9.0,5,5
anomaly,6,388,8.0,5,5
anomaly,6,362,7.0,5,5
anomaly,6,334,6.0,5,5
anomaly,6,304,5.0,5,5
anomaly,6,271,4.0,5,5
anomaly,6,233,3.0,5,5
anomaly,6,188,2.0,5,5
anomaly,6,129,1.0,5,5
anomaly,6,122,9.0,4,5
anomaly,6,114,7.9,4,5
anomaly,6,106,7.0,4,5
anomaly,6,98,6.0,4,5
anomaly,6,88,5.0,4,5
anomaly,6,78,4.0,4,5
anomaly,6,66,3.0,4,5
anomaly,6,52,2.0,4,5
anomaly,6,34,1.0,4,5
anomaly,6,32,9.2,3,5
anomaly,6,29,7.9,3,5
anomaly,6,27,7.1,3,5
anomaly,6,24,6.0,3,5
anomaly,6,21,4.9,3,5
anomaly,6,18,3.9,3,5
anomaly,6,15,3.1,3,5
anomaly,6,11,2.0,3,5
anomaly,6,6,9.9,2,5
anomaly,6,5,8.1,2,5
anomaly,6,4,6.4,2,5
anomaly,6,3,4.8,2,5
anomaly,6,2,3.3,2,5
anomaly,6,1,1.9,2,5
anomaly,7,5760,2.0,8,5
anomaly,7,5598,1.9,8,5
anomaly,7,5430,1.8,8,5
anomaly,7,5258,1.7,8,5
anomaly,7,5079,1.6,8,5
anomaly,7,4894,1.4,8,5
anomaly,7,4702,1.3,8,5
anomaly,7,4502,1.2,8,5
anomaly,7,4292,1.1,8,5
anomaly,7,4072,1.0,8,5
anomaly,7,3862,9.0,7,5
anomaly,7,3641,8.0,7,5
anomaly,7,3405,7.0,7,5
anomaly,7,3152,6.0,7,5
anomaly,7,2876,5.0,7,5
anomaly,7,2571,4.0,7,5
anomaly,7,2225,3.0,7,5
anomaly,7,1815,2.0,7,5
anomaly,7,1280,1.0,7,5
anomaly,7,1214,9.0,6,5
anomaly,7,1144,8.0,6,5
anomaly,7,1069,7.0,6,5
anomaly,7,989,6.0,6,5
anomaly,7,902,5.0,6,5
anomaly,7,806,4.0,6,5
anomaly,7,696,3.0,6,5
anomaly,7,567,2.0,6,5
anomaly,7,398,1.0,6,5
anomaly,7,377,9.0,5,5
anomaly,7,355,8.0,5,5
anomaly,7,331,7.0,5,5
anomaly,7,306,6.0,5,5
anomaly,7,278,5.0,5,5
anomaly,7,248,4.0,5,5
anomaly,7,213,3.0,5,5
anomaly,7,172,2.0,5,5
anomaly,7,119,1.0,5,5
anomaly,7,112,9.0,4,5
anomaly,7,105,8.0,4,5
anomaly,7,98,7.0,4,5
anomaly,7,90,6.0,4,5
anomaly,7,81,5.0,4,5
anomaly,7,72,4.0,4,5
anomaly,7,61,3.0,4,5
anomaly,7,48,2.0,4,5
anomaly,7,31,9.8,3,5
anomaly,7,29,8.8,3,5
anomaly,7,27,7.9,3,5
anomaly,7,25,7.0,3,5
anomaly,7,23,6.2,3,5
anomaly,7,20,5.0,3,5
anomaly,7,17,4.0,3,5
anomaly,7,14,3.0,3,5
anomaly,7,10,1.9,3,5
anomaly,7,6,1.0,3,5
anomaly,7,5,8.5,2,5
anomaly,7,4,6.7,2,5
anomaly,7,3,5.0,2,5
anomaly,7,2,3.4,2,5
anomaly,7,1,1.9,2,5
anomaly,8,5248,1.9,8,5
anomaly,8,5105,1.8,8,5
anomaly,8,4958,1.7,8,5
anomaly,8,4806,1.6,8,5
anomaly,8,4649,1.5,8,5
anomaly,8,4487,1.4,8,5
anomaly,8,4319,1.3,8,5
anomaly,8,4144,1.2,8,5
anomaly,8,3962,1.1,8,5
anomaly,8,3770,1.0,8,5
anomaly,8,3576,9.0,7,5
anomaly,8,3371,8.0,7,5
anomaly,8,3153,7.0,7,5
anomaly,8,2918,6.0,7,5
anomaly,8,2663,5.0,7,5
anomaly,8,2381,4.0,7,5
anomaly,8,2061,3.0,7,5
anomaly,8,1681,2.0,7,5
anomaly,8,1186,1.0,7,5
anomaly,8,1125,9.0,6,5
anomaly,8,1060,8.0,6,5
anomaly,8,991,7.0,6,5
anomaly,8,916,6.0,6,5
anomaly,8,836,5.0,6,5
anomaly,8,747,4.0,6,5
anomaly,8,645,3.0,6,5
anomaly,8,525,2.0,6,5
anomaly,8,369,1.0,6,5
anomaly,8,349,9.0,5,5
anomaly,8,329,8.0,5,5
anomaly,8,307,7.0,5,5
anomaly,8,283,6.0,5,5
anomaly,8,258,5.0,5,5
anomaly,8,230,4.0,5,5
anomaly,8,198,3.0,5,5
anomaly,8,160,2.0,5,5
anomaly,8,110,9.9,4,5
anomaly,8,104,8.9,4,5
anomaly,8,98,8.0,4,5
anomaly,8,91,7.0,4,5
anomaly,8,84,6.1,4,5
anomaly,8,76,5.1,4,5
anomaly,8,67,4.0,4,5
anomaly,8,57,3.0,4,5
anomaly,8,45,2.0,4,5
anomaly,8,29,9.8,3,5
anomaly,8,28,9.2,3,5
anomaly,8,26,8.2,3,5
anomaly,8,23,6.8,3,5
anomaly,8,21,5.9,3,5
anomaly,8,19,5.1,3,5
anomaly,8,16,4.0,3,5
anomaly,8,13,3.0,3,5
anomaly,8,10,2.1,3,5
anomaly,8,6,1.1,3,5
anomaly,8,5,8.9,2,5
anomaly,8,4,6.9,2,5
anomaly,8,3,5.1,2,5
anomaly,8,2,3.5,2,5
anomaly,8,1,1.9,2,5
anomaly,9,4864,1.9,8,5
anomaly,9,4734,1.8,8,5
anomaly,9,4601,1.7,8,5
anomaly,9,4463,1.6,8,5
anomaly,9,4321,1.5,8,5
anomaly,9,4174,1.4,8,5
anomaly,9,4022,1.3,8,5
anomaly,9,3864,1.2,8,5
anomaly,9,3700,1.1,8,5
anomaly,9,3527,1.0,8,5
anomaly,9,3346,9.0,7,5
anomaly,9,3154,8.0,7,5
anomaly,9,2950,7.0,7,5
anomaly,9,2730,6.0,7,5
anomaly,9,2492,5.0,7,5
anomaly,9,2228,4.0,7,5
anomaly,9,1928,3.0,7,5
anomaly,9,1573,2.0,7,5
anomaly,9,1110,1.0,7,5
anomaly,9,1052,9.0,6,5
anomaly,9,992,8.0,6,5
anomaly,9,927,7.0,6,5
anomaly,9,858,6.0,6,5
anomaly,9,782,5.0,6,5
anomaly,9,699,4.0,6,5
anomaly,9,604,3.0,6,5
anomaly,9,492,2.0,6,5
anomaly,9,345,1.0,6,5
anomaly,9,327,9.0,5,5
anomaly,9,308,8.0,5,5
anomaly,9,287,7.0,5,5
anomaly,9,266,6.0,5,5
anomaly,9,242,5.0,5,5
anomaly,9,215,4.0,5,5
anomaly,9,185,3.0,5,5
anomaly,9,150,2.0,5,5
anomaly,9,104,1.0,5,5
anomaly,9,98,9.0,4,5
anomaly,9,92,8.0,4,5
anomaly,9,85,6.9,4,5
anomaly,9,79,6.1,4,5
anomaly,9,71,5.0,4,5
anomaly,9,63,4.0,4,5
anomaly,9,53,3.0,4,5
anomaly,9,42,2.0,4,5
anomaly,9,28,1.0,4,5
anomaly,9,26,9.0,3,5
anomaly,9,24,7.9,3,5
anomaly,9,22,6.9,3,5
anomaly,9,20,6.0,3,5
anomaly,9,18,5.1,3,5
anomaly,9,15,3.9,3,5
anomaly,9,13,3.2,3,5
anomaly,9,9,1.9,3,5
anomaly,9,5,9.3,2,5
anomaly,9,4,7.2,2,5
anomaly,9,3,5.3,2,5
anomaly,9,2,3.6,2,5
anomaly,9,1,2.0,2,5
anomaly,10,4416,1.8,8,5
anomaly,10,4308,1.7,8,5
anomaly,10,4198,1.6,8,5
anomaly,10,4085,1.5,8,5
anomaly,10,3968,1.4,8,5
anomaly,10,3849,1.3,8,5
anomaly,10,3725,1.3,8,5
anomaly,10,3597,1.2,8,5
anomaly,10,3464,1.1,8,5
anomaly,10,3326,1.0,8,5
anomaly,10,3155,9.0,7,5
anomaly,10,2974,8.0,7,5
anomaly,10,2781,7.0,7,5
anomaly,10,2574,6.0,7,5
anomaly,10,2349,5.0,7,5
anomaly,10,2101,4.0,7,5
anomaly,10,1818,3.0,7,5
anomaly,10,1483,2.0,7,5
anomaly,10,1046,1.0,7,5
anomaly,10,992,9.0,6,5
anomaly,10,935,8.0,6,5
anomaly,10,874,7.0,6,5
anomaly,10,809,6.0,6,5
anomaly,10,738,5.0,6,5
anomaly,10,659,4.0,6,5
anomaly,10,570,3.0,6,5
anomaly,10,464,2.0,6,5
anomaly,10,326,1.0,6,5
anomaly,10,309,9.0,5,5
anomaly,10,291,8.0,5,5
anomaly,10,271,7.0,5,5
anomaly,10,251,6.0,5,5
anomaly,10,228,5.0,5,5
anomaly,10,203,4.0,5,5
anomaly,10,175,3.0,5,5
anomaly,10,142,2.0,5,5
anomaly,10,98,1.0,5,5
anomaly,10,93,9.1,4,5
anomaly,10,87,8.0,4,5
anomaly,10,81,7.0,4,5
anomaly,10,74,6.0,4,5
anomaly,10,67,5.0,4,5
anomaly,10,59,4.0,4,5
anomaly,10,51,3.1,4,5
anomaly,10,40,2.0,4,5
anomaly,10,26,9.7,3,5
anomaly,10,25,9.1,3,5
anomaly,10,23,8.0,3,5
anomaly,10,21,6.9,3,5
anomaly,10,19,5.9,3,5
anomaly,10,17,5.0,3,5
anomaly,10,15,4.1,3,5
anomaly,10,12,3.0,3,5
anomaly,10,9,2.0,3,5
anomaly,10,5,9.7,2,5
anomaly,10,4,7.5,2,5
anomaly,10,3,5.5,2,5
anomaly,10,2,3.7,2,5
anomaly,10,1,2.0,2,5
simulation,1,37568,4.5,5,5
simulation,1,34320,4.1,5,5
simulation,1,31071,3.7,5,5
simulation,1,27823,3.3,5,5
simulation,1,24575,2.9,5,5
simulation,1,21326,2.6,5,5
simulation,1,18078,2.2,5,5
simulation,1,14830,1.8,5,5
simulation,1,11582,1.4,5,5
simulation,1,8333,1.0,5,5
simulation,1,7500,9.0,4,5
simulation,1,6666,8.0,4,5
simulation,1,5833,7.0,4,5
simulation,1,5000,6.0,4,5
simulation,1,4167,5.0,4,5
simulation,1,3333,4.0,4,5
simulation,1,2500,3.0,4,5
simulation,1,1667,2.0,4,5
simulation,1,833,1.0,4,5
simulation,1,750,9.0,3,5
simulation,1,666,8.0,3,5
simulation,1,583,7.0,3,5
simulation,1,500,6.0,3,5
simulation,1,417,5.0,3,5
simulation,1,333,4.0,3,5
simulation,1,250,3.0,3,5
simulation,1,167,2.0,3,5
simulation,1,83,1.0,3,5
simulation,1,75,9.0,2,5
simulation,1,66,7.9,2,5
simulation,1,58,7.0,2,5
simulation,1,50,6.0,2,5
simulation,1,42,5.0,2,5
simulation,1,33,4.0,2,5
simulation,1,25,3.0,2,5
simulation,1,17,2.0,2,5
simulation,1,8,9.7,1,5
simulation,1,7,8.5,1,5
simulation,1,6,7.3,1,5
simulation,1,5,6.1,1,5
simulation,1,4,4.9,1,5
simulation,1,3,3.7,1,5
simulation,1,2,2.5,1,5
simulation,1,1,1.3,1,5
simulation,2,14272,2.0,8,5
simulation,2,13862,1.9,8,5
simulation,2,13439,1.8,8,5
simulation,2,13003,1.7,8,5
simulation,2,12551,1.6,8,5
simulation,2,12083,1.5,8,5
simulation,2,11596,1.3,8,5
simulation,2,11087,1.2,8,5
simulation,2,10554,1.1,8,5
simulation,2,9993,1.0,8,5
simulation,2,9479,9.0,7,5
simulation,2,8937,8.0,7,5
simulation,2,8359,7.0,7,5
simulation,2,7738,6.0,7,5
simulation,2,7064,5.0,7,5
simulation,2,6317,4.0,7,5
simulation,2,5470,3.0,7,5
simulation,2,4465,2.0,7,5
simulation,2,3155,1.0,7,5
simulation,2,2993,9.0,6,5
simulation,2,2821,8.0,6,5
simulation,2,2638,7.0,6,5
simulation,2,2442,6.0,6,5
simulation,2,2229,5.0,6,5
simulation,2,1993,4.0,6,5
simulation,2,1725,3.0,6,5
simulation,2,1407,2.0,6,5
simulation,2,993,1.0,6,5
simulation,2,941,9.0,5,5
simulation,2,887,8.0,5,5
simulation,2,829,7.0,5,5
simulation,2,767,6.0,5,5
simulation,2,700,5.0,5,5
simulation,2,625,4.0,5,5
simulation,2,540,3.0,5,5
simulation,2,440,2.0,5,5
simulation,2,309,1.0,5,5
simulation,2,293,9.0,4,5
simulation,2,275,8.0,4,5
simulation,2,257,7.0,4,5
simulation,2,238,6.0,4,5
simulation,2,216,5.0,4,5
simulation,2,193,4.0,4,5
simulation,2,166,3.0,4,5
simulation,2,134,2.0,4,5
simulation,2,93,1.0,4,5
simulation,2,88,9.1,3,5
simulation,2,82,8.0,3,5
simulation,2,76,6.9,3,5
simulation,2,70,6.0,3,5
simulation,2,64,5.1,3,5
simulation,2,56,4.0,3,5
simulation,2,48,3.0,3,5
simulation,2,38,2.0,3,5
simulation,2,25,1.0,3,5
simulation,2,23,8.8,2,5
simulation,2,22,8.2,2,5
simulation,2,20,7.0,2,5
simulation,2,18,6.0,2,5
simulation,2,16,5.0,2,5
simulation,2,14,4.1,2,5
simulation,2,11,2.9,2,5
simulation,2,8,1.9,2,5
simulation,2,5,1.0,2,5
simulation,2,4,7.7,1,5
simulation,2,3,5.5,1,5
simulation,2,2,3.5,1,5
simulation,2,1,1.7,1,5
simulation,3,10560,2.2,8,5
simulation,3,10231,2.1,8,5
simulation,3,9891,2.0,8,5
simulation,3,9539,1.8,8,5
simulation,3,9173,1.7,8,5
simulation,3,8792,1.5,8,5
simulation,3,8394,1.4,8,5
simulation,3,7976,1.3,8,5
simulation,3,7535,1.1,8,5
simulation,3,7067,1.0,8,5
simulation,3,6704,9.0,7,5
simulation,3,6320,8.0,7,5
simulation,3,5912,7.0,7,5
simulation,3,5473,6.0,7,5
simulation,3,4996,5.0,7,5
simulation,3,4468,4.0,7,5
simulation,3,3868,3.0,7,5
simulation,3,3158,2.0,7,5
simulation,3,2232,1.0,7,5
simulation,3,2117,9.0,6,5
simulation,3,1996,8.0,6,5
simulation,3,1866,7.0,6,5
simulation,3,1728,6.0,6,5
simulation,3,1577,5.0,6,5
simulation,3,1410,4.0,6,5
simulation,3,1220,3.0,6,5
simulation,3,996,2.0,6,5
simulation,3,703,1.0,6,5
simulation,3,666,9.0,5,5
simulation,3,628,8.0,5,5
simulation,3,587,7.0,5,5
simulation,3,543,6.0,5,5
simulation,3,496,5.0,5,5
simulation,3,443,4.0,5,5
simulation,3,383,3.0,5,5
simulation,3,312,2.0,5,5
simulation,3,219,1.0,5,5
simulation,3,208,9.0,4,5
simulation,3,196,8.0,4,5
simulation,3,183,7.0,4,5
simulation,3,169,6.0,4,5
simulation,3,154,5.0,4,5
simulation,3,137,4.0,4,5
simulation,3,118,3.0,4,5
simulation,3,96,2.0,4,5
simulation,3,66,9.9,3,5
simulation,3,63,9.1,3,5
simulation,3,59,8.0,3,5
simulation,3,55,7.0,3,5
simulation,3,50,5.9,3,5
simulation,3,46,5.1,3,5
simulation,3,40,3.9,3,5
simulation,3,34,2.9,3,5
simulation,3,27,1.9,3,5
simulation,3,18,9.7,2,5
simulation,3,17,8.8,2,5
simulation,3,16,8.0,2,5
