task,family,phase,architecture,best_val,best_epoch,final_epoch,source
anomaly,STL_ablation,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",0.0033505752217024565,83,88,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w128_128_128_128_128/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",0.003034172346815467,59,64,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w160_160_160_160_160/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",0.002658447017893195,54,59,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w192_192_192_192_192/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",0.0026782050263136625,42,47,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w224_224_224_224_224/phase_summary.json
anomaly,STL_ablation,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",0.0024349698796868324,38,43,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d04_w256_256_256_256_256/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",0.013567606918513775,128,133,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w064_64_64_64_64_64_64/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",0.0076385908760130405,80,85,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w096_96_96_96_96_96_96/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",0.005494346842169762,64,69,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w128_128_128_128_128_128_128/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",0.0033009289763867855,73,78,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w160_160_160_160_160_160_160/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",0.0051625133492052555,36,41,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w192_192_192_192_192_192_192/phase_summary.json
anomaly,STL_ablation,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",0.0030429044272750616,48,53,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/anomaly/stl_ablation_d06_w224_224_224_224_224_224_224/phase_summary.json
anomaly,STL_paired,stl_from_ae_alt_width,[46],0.002116569787797677,35,40,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/anomaly/task_summary.json
