task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
classification,3,ablation_stl,stl_ablation_r03_d02_w0022_22_22,"[22, 22]",1965,0.42653079920519965,223,233,0.42509796810906014,0.8215177019328411
classification,4,ablation_stl,stl_ablation_r04_d02_w0022_22_22,"[22, 22]",1965,0.4350753531884032,188,198,0.4311482272932561,0.8175590781570025
classification,5,ablation_stl,stl_ablation_r05_d02_w0022_22_22,"[22, 22]",1965,0.43981241853794695,157,167,0.4341902691824186,0.817800037865097
classification,1,ablation_stl,stl_ablation_r01_d02_w0031_31_31,"[31, 31]",3045,0.3839693957495506,209,219,0.382258169741945,0.8436343608543743
classification,2,ablation_stl,stl_ablation_r02_d02_w0031_31_31,"[31, 31]",3045,0.37022046299258193,245,255,0.3704333478106794,0.8477995215228653
classification,3,ablation_stl,stl_ablation_r03_d02_w0031_31_31,"[31, 31]",3045,0.3818411957717812,197,207,0.38143409622339075,0.845785786819504
classification,4,ablation_stl,stl_ablation_r04_d02_w0031_31_31,"[31, 31]",3045,0.3780345853133238,192,202,0.3770826522822766,0.8431868642536273
classification,5,ablation_stl,stl_ablation_r05_d02_w0031_31_31,"[31, 31]",3045,0.3911701104502098,179,189,0.3880847400775561,0.8401748679024458
classification,1,ablation_stl,stl_ablation_r01_d02_w0038_38_38,"[38, 38]",3997,0.3592554297448805,132,142,0.3591423337830851,0.8537374571866233
classification,2,ablation_stl,stl_ablation_r02_d02_w0038_38_38,"[38, 38]",3997,0.3594543936484402,195,205,0.35955704790717247,0.853135057916387
classification,3,ablation_stl,stl_ablation_r03_d02_w0038_38_38,"[38, 38]",3997,0.3567031139974633,167,177,0.359898384549495,0.8530317894700608
classification,4,ablation_stl,stl_ablation_r04_d02_w0038_38_38,"[38, 38]",3997,0.3451405190077196,245,255,0.34781061005240266,0.8581263661554879
classification,5,ablation_stl,stl_ablation_r05_d02_w0038_38_38,"[38, 38]",3997,0.35405483219751227,167,177,0.3594959161976763,0.8525498700538717
classification,1,ablation_stl,stl_ablation_r01_d02_w0045_45_45,"[45, 45]",5047,0.33243291638204886,176,186,0.3312443605376341,0.8669730297241012
classification,2,ablation_stl,stl_ablation_r02_d02_w0045_45_45,"[45, 45]",5047,0.34292208374072874,135,145,0.34350667233040416,0.861379322214764
classification,3,ablation_stl,stl_ablation_r03_d02_w0045_45_45,"[45, 45]",5047,0.3431146140958341,155,165,0.33942234745427946,0.8631348858023098
classification,4,ablation_stl,stl_ablation_r04_d02_w0045_45_45,"[45, 45]",5047,0.33092652623418406,193,203,0.3314787731995708,0.8636684394416619
classification,5,ablation_stl,stl_ablation_r05_d02_w0045_45_45,"[45, 45]",5047,0.32823543886170264,176,186,0.3330253805050934,0.8636512280339409
classification,1,ablation_stl,stl_ablation_r01_d02_w0051_51_51,"[51, 51]",6025,0.3308573224932677,135,145,0.34387874013441866,0.8569387790227363
classification,2,ablation_stl,stl_ablation_r02_d02_w0051_51_51,"[51, 51]",6025,0.30804347817902844,207,217,0.3097337571656986,0.8748558544603363
classification,3,ablation_stl,stl_ablation_r03_d02_w0051_51_51,"[51, 51]",6025,0.3092971411229977,230,240,0.308555430893426,0.8749074886834994
classification,4,ablation_stl,stl_ablation_r04_d02_w0051_51_51,"[51, 51]",6025,0.3130945560592634,213,223,0.31305539429190854,0.8735133646580954
classification,5,ablation_stl,stl_ablation_r05_d02_w0051_51_51,"[51, 51]",6025,0.3130834259313244,236,246,0.31712542083178824,0.8689351302042994
classification,1,ablation_stl,stl_ablation_r01_d02_w0057_57_57,"[57, 57]",7075,0.3096289068542022,124,134,0.3098945113496874,0.8756475792155041
classification,2,ablation_stl,stl_ablation_r02_d02_w0057_57_57,"[57, 57]",7075,0.29945312996909523,205,215,0.30475655958581954,0.8747697974217311
classification,3,ablation_stl,stl_ablation_r03_d02_w0057_57_57,"[57, 57]",7075,0.3174677275660953,142,152,0.32181120506190747,0.869210512727836
classification,4,ablation_stl,stl_ablation_r04_d02_w0057_57_57,"[57, 57]",7075,0.3050195902144342,157,167,0.30753157441756523,0.8748730658680574
classification,5,ablation_stl,stl_ablation_r05_d02_w0057_57_57,"[57, 57]",7075,0.3014551337015686,183,193,0.31661333410311615,0.8707767508304505
classification,1,ablation_stl,stl_ablation_r01_d02_w0062_62_62,"[62, 62]",8005,0.29372004567176485,184,194,0.2953373500581506,0.8803635049310683
classification,2,ablation_stl,stl_ablation_r02_d02_w0062_62_62,"[62, 62]",8005,0.3049049855706589,137,147,0.30303013171778864,0.879761105660832
classification,3,ablation_stl,stl_ablation_r03_d02_w0062_62_62,"[62, 62]",8005,0.3135433982188881,102,112,0.3166396551212344,0.8731347136882326
classification,4,ablation_stl,stl_ablation_r04_d02_w0062_62_62,"[62, 62]",8005,0.29141512250945817,210,220,0.30368156403437024,0.876559783824719
classification,5,ablation_stl,stl_ablation_r05_d02_w0062_62_62,"[62, 62]",8005,0.2981309256260905,157,167,0.321600582578158,0.8686253248653207
classification,1,ablation_stl,stl_ablation_r01_d02_w0067_67_67,"[67, 67]",8985,0.2946120091807881,151,161,0.3087232647547449,0.8729970224264643
classification,2,ablation_stl,stl_ablation_r02_d02_w0067_67_67,"[67, 67]",8985,0.29910658466500184,125,135,0.30880458946656925,0.8750796027607098
classification,3,ablation_stl,stl_ablation_r03_d02_w0067_67_67,"[67, 67]",8985,0.2977635713993638,151,161,0.2938502879158642,0.8836508838057865
classification,4,ablation_stl,stl_ablation_r04_d02_w0067_67_67,"[67, 67]",8985,0.2795259085374064,205,215,0.29693693531503146,0.8783669816354279
classification,5,ablation_stl,stl_ablation_r05_d02_w0067_67_67,"[67, 67]",8985,0.29755090451199917,155,165,0.3131072869629288,0.8732724049500009
classification,1,ablation_stl,stl_ablation_r01_d02_w0072_72_72,"[72, 72]",10015,0.29791323414442,100,110,0.29910544439647835,0.8805528304159997
classification,2,ablation_stl,stl_ablation_r02_d02_w0072_72_72,"[72, 72]",10015,0.29408433778411425,134,144,0.2970460270354367,0.8785218843049173
classification,3,ablation_stl,stl_ablation_r03_d02_w0072_72_72,"[72, 72]",10015,0.3058426865993647,98,108,0.3090655822084704,0.8726872170874855
classification,4,ablation_stl,stl_ablation_r04_d02_w0072_72_72,"[72, 72]",10015,0.2841161675068358,135,145,0.28599336547924686,0.885285967539285
classification,5,ablation_stl,stl_ablation_r05_d02_w0072_72_72,"[72, 72]",10015,0.29668600691603897,123,133,0.3004634371907844,0.8780743877041703
