depth,candidate_dir,parameter_count,best_val
1,cand_090_d1_w93,5959,0.3390520304563019
1,cand_091_d1_w94,6023,0.3396427972929479
1,cand_092_d1_w95,6087,0.3384738473454695
1,cand_093_d1_w96,6151,0.3364039454580623
1,cand_094_d1_w97,6215,0.3352431819445335
1,cand_095_d1_w98,6279,0.3334132415446371
1,cand_096_d1_w99,6343,0.3328928225670449
1,cand_097_d1_w100,6407,0.3327625391113005
1,cand_098_d1_w101,6471,0.332160145425954
1,cand_099_d1_w102,6535,0.3314395206259486
1,cand_100_d1_w103,6599,0.3298216028018871
1,cand_101_d1_w104,6663,0.3299329385287839
1,cand_102_d1_w105,6727,0.3290704128952564
1,cand_103_d1_w106,6791,0.3288141408297316
1,cand_104_d1_w107,6855,0.327650909620202
1,cand_105_d1_w108,6919,0.3272032189296569
1,cand_106_d1_w109,6983,0.3258776719951869
1,cand_107_d1_w110,7047,0.3249361294398929
1,cand_108_d1_w111,7111,0.3249613807823315
1,cand_109_d1_w112,7175,0.3231756493129393
1,cand_110_d1_w113,7239,0.3215623304702577
1,cand_111_d1_w114,7303,0.3215684605649932
1,cand_112_d1_w115,7367,0.3202585736047737
1,cand_113_d1_w116,7431,0.3198090669704639
1,cand_114_d1_w117,7495,0.3197602913363501
1,cand_115_d1_w118,7559,0.3175424853348222
1,cand_116_d1_w119,7623,0.3161440327217533
1,cand_117_d1_w120,7687,0.3141792613490207
1,cand_118_d1_w121,7751,0.3151877480361328
1,cand_119_d1_w122,7815,0.3138088468488581
1,cand_120_d1_w123,7879,0.3135068665309768
1,cand_121_d1_w124,7943,0.3131496274523192
1,cand_122_d1_w125,8007,0.3126072751898373
1,cand_123_d1_w126,8071,0.3123648420366838
1,cand_124_d1_w127,8135,0.3116598364388733
1,cand_125_d1_w128,8199,0.310834107610872
1,cand_126_d1_w129,8263,0.3093553926363633
1,cand_127_d1_w130,8327,0.308976936734475
1,cand_128_d1_w131,8391,0.3088957677645473
1,cand_129_d1_w133,8519,0.3078973379011575
1,cand_130_d1_w134,8583,0.3077795996407186
1,cand_131_d1_w135,8647,0.3073169865845563
1,cand_133_d1_w138,8839,0.305922532932161
1,cand_134_d1_w139,8903,0.3063556597051484
1,cand_135_d1_w140,8967,0.3051103731896146
1,cand_136_d1_w141,9031,0.3043841141431241
1,cand_137_d1_w142,9095,0.3052981076852005
1,cand_138_d1_w143,9159,0.3044852022018714
1,cand_139_d1_w144,9223,0.3034380711617009
1,cand_140_d1_w145,9287,0.3024508702800318
1,cand_141_d1_w146,9351,0.3014514579787065
1,cand_142_d1_w147,9415,0.3015547822621338
1,cand_143_d1_w148,9479,0.2998661169829182
1,cand_144_d1_w149,9543,0.3008136569107689
1,cand_145_d1_w150,9607,0.298779866077455
1,cand_146_d1_w151,9671,0.2995981560198896
1,cand_147_d1_w152,9735,0.2994803997229443
1,cand_148_d1_w153,9799,0.3003993707278417
1,cand_149_d1_w154,9863,0.2993594663766605
1,cand_150_d1_w155,9927,0.2977853929377269
1,cand_151_d1_w156,9991,0.2949919525945997
1,cand_152_d1_w157,10055,0.2952961973868143
1,cand_153_d1_w158,10119,0.2940831829470711
1,cand_154_d1_w159,10183,0.2954890823480592
1,cand_155_d1_w160,10247,0.2939277800047115
1,cand_156_d1_w161,10311,0.2935690149856975
1,cand_157_d1_w162,10375,0.2931847303207601
1,cand_158_d1_w163,10439,0.2918266481451338
1,cand_159_d1_w164,10503,0.2925509931270691
1,cand_160_d1_w165,10567,0.2916563547574083
1,cand_161_d1_w166,10631,0.289580055281713
1,cand_162_d1_w167,10695,0.2910584259540193
1,cand_163_d1_w169,10823,0.2890529042159121
1,cand_164_d1_w169,10823,0.2897400121518875
1,cand_165_d1_w170,10887,0.2901656370759328
1,cand_166_d1_w171,10951,0.2878963214120336
1,cand_167_d1_w172,11015,0.2899826578919656
1,cand_168_d1_w173,11079,0.28895185926361
1,cand_169_d1_w174,11143,0.2875292019312362
1,cand_170_d1_w175,11207,0.2869694003784764
1,cand_171_d1_w176,11271,0.2859971881234907
1,cand_172_d1_w177,11335,0.2869067651717971
1,cand_173_d1_w178,11399,0.2859977786363425
1,cand_174_d1_w179,11463,0.2870787101937552
1,cand_175_d1_w180,11527,0.283718996506665
1,cand_176_d1_w181,11591,0.2836003095458882
1,cand_177_d1_w182,11655,0.2828004201151693
1,cand_178_d1_w183,11719,0.2828382867246102
1,cand_179_d1_w184,11783,0.282370288853875
1,cand_180_d1_w185,11847,0.2829896824695069
1,cand_181_d1_w186,11911,0.2818540744381524
1,cand_182_d1_w187,11975,0.2801680960049286
1,cand_183_d1_w188,12039,0.2799272217249263
1,cand_184_d1_w189,12103,0.2801491350714687
1,cand_185_d1_w190,12167,0.2782761535678016
1,cand_186_d1_w191,12231,0.2802292560558943
1,cand_187_d1_w192,12295,0.2799390892429862
1,cand_188_d1_w193,12359,0.2792428264558255
1,cand_189_d1_w194,12423,0.2780970867941034
1,cand_190_d1_w195,12487,0.2777515735225676
1,cand_191_d1_w196,12551,0.2785263333720136
1,cand_192_d1_w197,12615,0.2763918476453248
1,cand_193_d1_w198,12679,0.277175415591388
1,cand_194_d1_w199,12743,0.2770521128519876
1,cand_195_d1_w200,12807,0.2750612581590352
1,cand_196_d1_w201,12871,0.2772195263518595
1,cand_197_d1_w202,12935,0.2754728133692881
1,cand_198_d1_w203,12999,0.2743182430831404
1,cand_199_d1_w204,13063,0.2735073090987625
1,cand_200_d1_w205,13127,0.2722807495945409
1,cand_201_d1_w206,13191,0.2734530821843466
1,cand_202_d1_w207,13255,0.2724021560755825
1,cand_203_d1_w208,13319,0.2709454124035317
1,cand_204_d1_w209,13383,0.2706477778921956
1,cand_205_d1_w210,13447,0.2699583286737501
1,cand_206_d1_w211,13511,0.2694885943623734
1,cand_207_d1_w212,13575,0.2664306762511836
1,cand_208_d1_w213,13639,0.2668706915841899
1,cand_209_d1_w214,13703,0.2672687479340536
1,cand_210_d1_w215,13767,0.2673200833204701
1,cand_211_d1_w216,13831,0.266579761843934
1,cand_212_d1_w217,13895,0.2676824620099521
1,cand_213_d1_w218,13959,0.2655465650773085
1,cand_214_d1_w219,14023,0.2639762919522922
1,cand_215_d1_w220,14087,0.263513229377126
1,cand_216_d1_w221,14151,0.2645531864046724
1,cand_217_d1_w222,14215,0.2639911714161274
1,cand_218_d1_w223,14279,0.2639916706708119
1,cand_219_d1_w224,14343,0.2630572207173953
1,cand_220_d1_w225,14407,0.2634869804193726
1,cand_221_d1_w226,14471,0.2622366704939113
1,cand_222_d1_w227,14535,0.2628974830336305
1,cand_223_d1_w228,14599,0.2612825865180366
1,cand_224_d1_w229,14663,0.261554082418333
1,cand_225_d1_w230,14727,0.2611176232008578
1,cand_226_d1_w231,14791,0.2603451232400622
1,cand_227_d1_w232,14855,0.2614397653040567
1,cand_228_d1_w233,14919,0.260676484385287
1,cand_229_d1_w234,14983,0.2595841339911875
1,cand_230_d1_w235,15047,0.2598216570084752
1,cand_231_d1_w236,15111,0.2588312473562371
1,cand_232_d1_w237,15175,0.2591436640431193
1,cand_233_d1_w238,15239,0.2587718952379403
1,cand_234_d1_w239,15303,0.2600543143684565
1,cand_235_d1_w240,15367,0.2581306050875123
1,cand_236_d1_w241,15431,0.2579782305480925
1,cand_237_d1_w242,15495,0.2572654189064228
1,cand_238_d1_w243,15559,0.2570134319189471
1,cand_239_d1_w244,15623,0.2555794570155116
1,cand_240_d1_w245,15687,0.2560566205784174
1,cand_241_d1_w246,15751,0.2542387905890218
1,cand_242_d1_w247,15815,0.2547006336731195
1,cand_243_d1_w248,15879,0.2535377692812903
1,cand_244_d1_w249,15943,0.2548424998760157
1,cand_245_d1_w250,16007,0.2532583555547024
1,cand_246_d1_w251,16071,0.2538290019802779
1,cand_247_d1_w252,16135,0.2527381370330057
1,cand_248_d1_w253,16199,0.2534419021794838
1,cand_249_d1_w254,16263,0.2528909034641681
1,cand_250_d1_w255,16327,0.2529670437095977
1,cand_251_d1_w256,16391,0.2510564567183027
1,cand_252_d1_w257,16455,0.2513713465296289
1,cand_253_d1_w258,16519,0.2509958902367979
1,cand_254_d1_w259,16583,0.2507668291817035
1,cand_255_d1_w260,16647,0.250715943611796
1,cand_256_d1_w261,16711,0.2506209461862902
1,cand_257_d1_w262,16775,0.2513677645962927
1,cand_258_d1_w263,16839,0.2498742504238136
1,cand_259_d1_w264,16903,0.2483494447032912
1,cand_260_d1_w265,16967,0.2482545678684222
1,cand_261_d1_w266,17031,0.2487505491391383
1,cand_262_d1_w267,17095,0.2475438937869257
1,cand_263_d1_w268,17159,0.2465847945709741
1,cand_264_d1_w269,17223,0.2485044258038592
1,cand_265_d1_w270,17287,0.2470564015467555
1,cand_266_d1_w271,17351,0.2476583357615507
1,cand_267_d1_w272,17415,0.247612014749625
1,cand_268_d1_w273,17479,0.2470827705391187
1,cand_269_d1_w274,17543,0.2470359369781316
1,cand_270_d1_w275,17607,0.2462122745396329
1,cand_271_d1_w276,17671,0.2475622137080855
1,cand_272_d1_w277,17735,0.247350755428743
1,cand_273_d1_w278,17799,0.2452133097360717
1,cand_274_d1_w279,17863,0.246536315654652
1,cand_275_d1_w280,17927,0.2457229468165341
1,cand_276_d1_w281,17991,0.2462561946359756
1,cand_277_d1_w282,18055,0.2465784712392031
1,cand_278_d1_w283,18119,0.2446858882165419
1,cand_279_d1_w284,18183,0.2463264240159099
1,cand_280_d1_w285,18247,0.2460067042142983
1,cand_281_d1_w286,18311,0.2448606942511904
1,cand_282_d1_w287,18375,0.2439162772187895
1,cand_283_d1_w288,18439,0.2455747255908998
1,cand_284_d1_w289,18503,0.244918992995551
1,cand_285_d1_w290,18567,0.2437826578069707
1,cand_286_d1_w291,18631,0.2420046524161556
1,cand_287_d1_w292,18695,0.2433324805439791
1,cand_288_d1_w293,18759,0.2433490667964248
1,cand_289_d1_w294,18823,0.2414010539529094
1,cand_290_d1_w295,18887,0.2414732511024651
1,cand_291_d1_w296,18951,0.2419629350518243
1,cand_292_d1_w297,19015,0.2426749481552921
1,cand_293_d1_w298,19079,0.2417644268202393
1,cand_294_d1_w299,19143,0.2399496154209863
1,cand_295_d1_w300,19207,0.2404249555724916
1,cand_296_d1_w301,19271,0.2414671779163622
1,cand_297_d1_w302,19335,0.2398043903087236
1,cand_298_d1_w303,19399,0.2393799562849885
1,cand_299_d1_w304,19463,0.2397792902853572
1,cand_300_d1_w305,19527,0.2385850576663521
1,cand_301_d1_w306,19591,0.2382454901666428
1,cand_302_d1_w307,19655,0.2370713449171702
1,cand_303_d1_w308,19719,0.2364433836042178
1,cand_304_d1_w309,19783,0.2377148784047032
1,cand_305_d1_w310,19847,0.2396179569444936
1,cand_306_d1_w311,19911,0.2366844282418269
1,cand_307_d1_w312,19975,0.2378329629578079
1,cand_308_d1_w313,20039,0.2367788320578625
1,cand_309_d1_w314,20103,0.2362072758653714
1,cand_310_d1_w315,20167,0.2361620527862162
1,cand_311_d1_w316,20231,0.235763016991165
1,cand_312_d1_w317,20295,0.2356174086853386
1,cand_313_d1_w318,20359,0.2355729239739677
1,cand_314_d1_w319,20423,0.2347694520669657
2,cand_000_d2_w1,75,1.207335457077794
2,cand_001_d2_w2,133,0.8820843087734551
2,cand_002_d2_w2,145,0.7361613913342862
2,cand_003_d2_w3,204,0.6946554330363274
2,cand_004_d2_w3,217,0.6807263766719446
2,cand_005_d2_w4,277,0.6613336586832798
2,cand_006_d2_w4,291,0.657059067473457
2,cand_007_d2_w5,352,0.6425381187411816
2,cand_008_d2_w5,367,0.6400472420691722
2,cand_009_d2_w6,429,0.6176546162614002
2,cand_010_d2_w6,445,0.6135561881062332
2,cand_011_d2_w7,508,0.5976374488293728
2,cand_012_d2_w7,525,0.5940440706422051
2,cand_013_d2_w8,589,0.5824345634239302
2,cand_014_d2_w8,607,0.5772134516030338
2,cand_015_d2_w9,672,0.5650633338185009
2,cand_016_d2_w9,691,0.5633715237400186
2,cand_017_d2_w10,757,0.5543402027454731
2,cand_018_d2_w10,777,0.5479347336750015
2,cand_019_d2_w11,844,0.5356718098464204
2,cand_020_d2_w11,865,0.5345133671567529
2,cand_021_d2_w12,933,0.5310489992833101
2,cand_022_d2_w12,955,0.5271852916771383
2,cand_023_d2_w13,1024,0.5127155229925537
2,cand_024_d2_w13,1047,0.5112172198965288
2,cand_025_d2_w14,1117,0.4991622747844518
2,cand_026_d2_w14,1141,0.4984747174017971
2,cand_027_d2_w15,1212,0.4939715307863055
2,cand_028_d2_w15,1237,0.4879825580522436
2,cand_029_d2_w16,1309,0.4838478126016386
2,cand_030_d2_w16,1335,0.4827495077316351
2,cand_031_d2_w17,1408,0.4734924662929995
2,cand_032_d2_w17,1435,0.4732257862681643
2,cand_033_d2_w18,1509,0.4577588464737316
2,cand_034_d2_w18,1537,0.4551367725706932
2,cand_035_d2_w19,1612,0.4512634825189233
2,cand_036_d2_w19,1641,0.4509754539330102
2,cand_037_d2_w20,1717,0.4451721997811411
2,cand_038_d2_w20,1747,0.4417929300451292
2,cand_039_d2_w21,1824,0.4385987027139008
2,cand_040_d2_w21,1855,0.4346228084227351
2,cand_041_d2_w22,1933,0.4305409763520462
2,cand_042_d2_w22,1965,0.4290347165370861
2,cand_043_d2_w23,2044,0.4242014937966201
2,cand_044_d2_w23,2077,0.4207110614129773
2,cand_045_d2_w24,2157,0.4175912644327168
2,cand_046_d2_w24,2191,0.4139355621625794
2,cand_047_d2_w25,2272,0.40783656274687
2,cand_048_d2_w25,2307,0.4032420558367548
2,cand_049_d2_w26,2389,0.3988354771375775
2,cand_050_d2_w26,2425,0.3977705792644894
2,cand_051_d2_w27,2508,0.3951334762007161
2,cand_052_d2_w27,2545,0.3940459367660616
2,cand_053_d2_w28,2629,0.3902086930369057
2,cand_054_d2_w28,2667,0.3874894634541401
2,cand_055_d2_w29,2752,0.3838679558499229
2,cand_056_d2_w29,2791,0.3807592333749092
2,cand_057_d2_w30,2877,0.3740057549667068
2,cand_058_d2_w30,2917,0.3704868323969017
2,cand_059_d2_w31,3004,0.3685143738089981
2,cand_060_d2_w31,3045,0.3680164077259751
2,cand_061_d2_w32,3133,0.3665261157866864
2,cand_062_d2_w32,3175,0.3646598818799665
2,cand_063_d2_w33,3264,0.362432828410821
2,cand_064_d2_w33,3307,0.3591960118774317
2,cand_065_d2_w34,3397,0.3577971084927596
2,cand_066_d2_w34,3441,0.3567553235658448
2,cand_067_d2_w35,3532,0.3542572139341555
2,cand_068_d2_w35,3577,0.3535662184844761
2,cand_069_d2_w36,3669,0.3500664882466144
2,cand_070_d2_w36,3715,0.3469895880888445
2,cand_071_d2_w37,3808,0.3454627361345372
2,cand_072_d2_w37,3855,0.3409265335593149
2,cand_073_d2_w38,3949,0.339292528073748
2,cand_074_d2_w38,3997,0.3374585354320564
2,cand_075_d2_w39,4092,0.3342263750097566
2,cand_076_d2_w39,4141,0.3328432502931199
2,cand_077_d2_w40,4237,0.3334400764623875
2,cand_078_d2_w40,4287,0.3306344414624808
2,cand_079_d2_w41,4384,0.329833807359946
2,cand_080_d2_w42,4533,0.3241599030044205
2,cand_081_d2_w43,4684,0.3192742997398783
2,cand_082_d2_w43,4684,0.3184479663372901
2,cand_083_d2_w43,4737,0.3170024959008518
2,cand_084_d2_w44,4837,0.3146319769154756
2,cand_085_d2_w44,4891,0.3131571739352415
2,cand_086_d2_w45,4992,0.3124532737429668
2,cand_087_d2_w45,5047,0.3107136471603161
2,cand_088_d2_w46,5149,0.310801547472125
2,cand_089_d2_w46,5205,0.3097583249469576
2,cand_090_d2_w47,5308,0.3073270468788301
2,cand_091_d2_w47,5365,0.3055638698573917
2,cand_092_d2_w48,5469,0.3038031067507162
2,cand_093_d2_w48,5527,0.3018991093175267
2,cand_094_d2_w49,5632,0.2985307649720489
2,cand_095_d2_w49,5691,0.2965934089834773
2,cand_096_d2_w50,5797,0.2976034782482333
2,cand_097_d2_w50,5857,0.2965617661398086
2,cand_098_d2_w51,5964,0.2940126836230136
2,cand_099_d2_w51,6025,0.2928047932427823
2,cand_100_d2_w52,6133,0.2919944772284173
2,cand_101_d2_w52,6195,0.2903610103897822
2,cand_102_d2_w53,6304,0.2898283784762834
2,cand_103_d2_w53,6367,0.2904105490697328
2,cand_104_d2_w54,6477,0.285770428174847
2,cand_105_d2_w54,6541,0.2844791054885684
2,cand_106_d2_w55,6652,0.2847985434402084
2,cand_107_d2_w55,6717,0.2822211619740774
2,cand_108_d2_w56,6829,0.2807340996768831
2,cand_109_d2_w56,6895,0.2793038615069227
2,cand_110_d2_w57,7008,0.2790015116902042
2,cand_111_d2_w57,7075,0.2756747080248499
2,cand_112_d2_w58,7189,0.2741656408112188
2,cand_113_d2_w58,7257,0.2756916388775161
2,cand_114_d2_w59,7372,0.2719797126819188
2,cand_115_d2_w59,7441,0.2712016934885921
2,cand_116_d2_w60,7557,0.2725435510708361
2,cand_117_d2_w60,7627,0.2694902499667609
2,cand_118_d2_w61,7744,0.2707289206980838
2,cand_119_d2_w62,7933,0.2669685964855101
2,cand_120_d2_w62,8005,0.2659270149351707
2,cand_121_d2_w63,8124,0.2665203691982541
2,cand_122_d2_w64,8317,0.2611889746550802
2,cand_123_d2_w64,8391,0.2589205312850141
2,cand_124_d2_w65,8512,0.2567766788634652
2,cand_125_d2_w65,8587,0.2543534857082181
2,cand_126_d2_w66,8709,0.2516446917886482
2,cand_127_d2_w66,8785,0.2520028580970045
2,cand_128_d2_w67,8908,0.252255973073222
2,cand_129_d2_w67,8985,0.2474358912646935
2,cand_130_d2_w68,9109,0.2476300061127603
2,cand_131_d2_w68,9187,0.2437233875433702
2,cand_132_d2_w69,9312,0.242709357691489
2,cand_133_d2_w69,9391,0.240271165545351
2,cand_134_d2_w70,9517,0.2402746050424521
2,cand_135_d2_w70,9597,0.2403660923472366
2,cand_136_d2_w71,9724,0.2383896772626472
2,cand_137_d2_w71,9805,0.2358673107902888
2,cand_138_d2_w72,9933,0.2334044978769672
2,cand_139_d2_w72,10015,0.2330802547526141
2,cand_140_d2_w73,10144,0.233373000586926
2,cand_141_d2_w73,10227,0.2329766894766752
2,cand_142_d2_w74,10357,0.2292813375209835
2,cand_143_d2_w74,10441,0.2292247665160079
2,cand_144_d2_w75,10572,0.2298269431249231
2,cand_145_d2_w75,10657,0.2287896282147508
2,cand_146_d2_w76,10789,0.2284083884060706
2,cand_147_d2_w76,10875,0.2281117187716587
2,cand_148_d2_w77,11008,0.2253667552692422
2,cand_149_d2_w77,11095,0.225328195521264
2,cand_150_d2_w78,11229,0.2249159693971348
2,cand_151_d2_w78,11317,0.2230037072158672
2,cand_152_d2_w79,11452,0.2231156723515938
2,cand_153_d2_w79,11541,0.2253799407305203
2,cand_154_d2_w80,11677,0.2221245285615303
2,cand_155_d2_w80,11767,0.2226415918935927
2,cand_156_d2_w81,11904,0.2224513189909296
2,cand_157_d2_w81,11995,0.2203605168670679
2,cand_158_d2_w82,12133,0.2210425797706462
2,cand_159_d2_w82,12225,0.2189074826629143
2,cand_160_d2_w83,12364,0.217645512105247
2,cand_161_d2_w83,12457,0.2185944680819747
2,cand_162_d2_w84,12597,0.2149400751828035
2,cand_163_d2_w84,12691,0.2158063901994986
2,cand_164_d2_w85,12832,0.2155791092488
2,cand_165_d2_w85,12927,0.2146649381451322
2,cand_166_d2_w86,13069,0.2144024118923943
2,cand_167_d2_w86,13165,0.2134195400820925
2,cand_168_d2_w87,13308,0.2123399367497789
2,cand_169_d2_w87,13405,0.211249993870491
2,cand_170_d2_w88,13549,0.2099086738315884
2,cand_171_d2_w88,13647,0.2104480531040304
2,cand_172_d2_w89,13792,0.2088879162904713
2,cand_173_d2_w89,13891,0.2056464769911908
2,cand_174_d2_w90,14037,0.2052725487640828
2,cand_175_d2_w90,14137,0.2081738562230487
2,cand_176_d2_w91,14284,0.2061522927702861
2,cand_177_d2_w91,14385,0.2038297014865027
2,cand_178_d2_w92,14533,0.204730138486044
2,cand_179_d2_w92,14635,0.2035640230712454
2,cand_180_d2_w93,14784,0.2013133250488389
2,cand_181_d2_w93,14887,0.2000417138489488
2,cand_182_d2_w94,15037,0.2011233646727759
2,cand_183_d2_w94,15141,0.1994540559698925
2,cand_184_d2_w95,15292,0.1995914825087531
2,cand_185_d2_w95,15397,0.1978636147393694
2,cand_186_d2_w96,15549,0.1978597376462963
2,cand_187_d2_w96,15655,0.1983594577117367
2,cand_188_d2_w97,15808,0.1973262710284843
2,cand_189_d2_w97,15915,0.1953475213214367
2,cand_190_d2_w98,16069,0.1944922684607035
2,cand_191_d2_w98,16177,0.1947165905777344
2,cand_192_d2_w99,16332,0.1950609241125844
2,cand_193_d2_w99,16441,0.1932631390043688
2,cand_194_d2_w100,16597,0.1955823688263967
2,cand_195_d2_w100,16707,0.1933722890963113
2,cand_196_d2_w101,16864,0.1913227990326853
2,cand_197_d2_w101,16975,0.1904692086174193
2,cand_198_d2_w102,17133,0.1925299847742663
2,cand_199_d2_w102,17245,0.1892385733695213
2,cand_200_d2_w103,17404,0.1913362308066879
2,cand_201_d2_w103,17517,0.1867424964879651
2,cand_202_d2_w104,17677,0.1870280118867744
2,cand_203_d2_w104,17791,0.1895023372006152
2,cand_204_d2_w105,17952,0.1872641238409612
2,cand_205_d2_w105,18067,0.1863061438737679
2,cand_206_d2_w106,18229,0.1834187113550476
2,cand_207_d2_w106,18345,0.1836595612583496
2,cand_208_d2_w107,18508,0.1877735916427859
2,cand_209_d2_w107,18625,0.1834442951825786
2,cand_210_d2_w108,18789,0.1833004511077093
2,cand_211_d2_w108,18907,0.1862544756724385
2,cand_212_d2_w109,19072,0.1847948708191966
2,cand_213_d2_w109,19191,0.1810501536416263
2,cand_214_d2_w110,19357,0.1815433236789326
2,cand_215_d2_w110,19477,0.1855310734987004
2,cand_216_d2_w111,19644,0.1814842992281967
2,cand_217_d2_w111,19765,0.1832699888065549
2,cand_218_d2_w112,19933,0.1798021801582776
2,cand_219_d2_w112,20055,0.1786516205211656
2,cand_220_d2_w113,20224,0.1792528761859478
2,cand_221_d2_w113,20347,0.1787340478966054
2,cand_222_d2_w114,20517,0.1760656415497492
2,cand_223_d2_w114,20641,0.180124039380752
2,cand_224_d2_w115,20812,0.1760680761459934
2,cand_225_d2_w115,20937,0.1746166922711531
2,cand_226_d2_w116,21109,0.1760625344002727
2,cand_227_d2_w116,21235,0.1759740543045198
2,cand_228_d2_w117,21408,0.1766557069115584
2,cand_229_d2_w117,21535,0.1750997172695858
2,cand_230_d2_w118,21709,0.1731405082201847
2,cand_231_d2_w118,21837,0.1722261097656425
2,cand_232_d2_w119,22012,0.1721830050393687
2,cand_233_d2_w119,22141,0.1752851376780068
2,cand_234_d2_w120,22317,0.1731422082444
2,cand_235_d2_w120,22447,0.1732685890047011
2,cand_236_d2_w121,22624,0.1722987043867012
2,cand_237_d2_w121,22755,0.1694399526400487
2,cand_238_d2_w122,22933,0.1676705951352215
2,cand_239_d2_w122,23065,0.1689165346971389
2,cand_240_d2_w123,23244,0.165826890309268
2,cand_241_d2_w123,23377,0.1676121542108393
2,cand_242_d2_w124,23557,0.1660363513321247
2,cand_243_d2_w124,23691,0.1630710095051235
2,cand_244_d2_w125,23872,0.168154022805855
2,cand_245_d2_w125,24007,0.1707284514963954
2,cand_246_d2_w126,24189,0.1637015147177139
