depth,architecture,params,best_val
1,[65],7269,0.0016416726755192
1,[66],7380,0.001639548673897
1,[67],7491,0.0015935067382184
1,[68],7602,0.0015929399814817
1,[69],7713,0.0014557822209179
1,[70],7824,0.0015185757148821
1,[71],7935,0.001292694265733
1,[72],8046,0.001315688581782
1,[73],8157,0.0013421036991637
1,[74],8268,0.0012199286863727
1,[75],8379,0.0011792647742308
1,[76],8490,0.0011126223057387
1,[77],8601,0.0011564188378117
1,[78],8712,0.001198761065257
1,[79],8823,0.0010496996250401
1,[80],8934,0.0010978523882826
1,[81],9045,0.0011117496752507
1,[82],9156,0.0010752302171555
1,[83],9267,0.0010183374597162
1,[84],9378,0.001063722320295
1,[85],9489,0.0010016823714604
1,[86],9600,0.00093714254136
1,[87],9711,0.0009312520421633
1,[88],9822,0.0009280304083363
1,[89],9933,0.0009476441703507
1,[90],10044,0.000931594319889
1,[91],10155,0.0009037830570147
1,[92],10266,0.0009003720850787
1,[93],10377,0.0009481899708407
1,[94],10488,0.000882487659001
1,[95],10599,0.0008130057158612
1,[96],10710,0.000845687346805
1,[97],10821,0.0008585345797315
1,[98],10932,0.0008133652703993
1,[99],11043,0.0008900143265322
1,[100],11154,0.0007730631342632
1,[101],11265,0.0007920565100261
1,[102],11376,0.0007397252712683
1,[103],11487,0.0007439295460427
1,[104],11598,0.000749769308816
1,[105],11709,0.0007420065575261
2,"[1, 1]",169,0.982657465565888
2,"[2, 1]",227,0.9647368663254072
2,"[3, 2]",345,0.9121417740489388
2,"[3, 3]",405,0.8800240148560495
2,"[4, 3]",465,0.870067502842477
2,"[4, 4]",526,0.8178968839055628
2,"[5, 4]",587,0.8154651168400103
2,"[5, 5]",649,0.7903795543159093
2,"[6, 5]",711,0.7886542377234986
2,"[6, 6]",774,0.7631472966377219
2,"[7, 6]",837,0.7588870464504915
2,"[7, 7]",901,0.7384483457397457
2,"[8, 7]",965,0.7352545677859497
2,"[8, 8]",1030,0.715477669783376
2,"[9, 8]",1095,0.7148602128673123
2,"[9, 9]",1161,0.6926193122744685
2,"[10, 9]",1227,0.6917255290520852
2,"[10, 10]",1294,0.6712664393939093
2,"[11, 10]",1361,0.6708156114473919
2,"[11, 11]",1429,0.6509746924581032
2,"[12, 11]",1497,0.6505998714146923
2,"[12, 12]",1566,0.6320450587676102
2,"[13, 12]",1635,0.630752939940611
2,"[13, 13]",1705,0.611751894336693
2,"[14, 13]",1775,0.6116616994014811
2,"[14, 14]",1846,0.5916475410740547
2,"[15, 14]",1917,0.5915519254400189
2,"[15, 15]",1989,0.5719289226621521
2,"[16, 15]",2061,0.5718580674311394
2,"[16, 16]",2134,0.5529247184696034
2,"[17, 16]",2207,0.5521751742250458
2,"[17, 17]",2281,0.5326834095667009
2,"[18, 17]",2355,0.5325287000591014
2,"[18, 18]",2430,0.5125504375961865
2,"[19, 18]",2505,0.5123827309054977
2,"[19, 19]",2581,0.492632994474666
2,"[20, 19]",2657,0.4926529279683773
2,"[20, 20]",2734,0.4736635008753213
2,"[21, 20]",2811,0.4733918398965958
2,"[21, 21]",2889,0.4546712469631759
2,"[22, 21]",2967,0.4545339784485381
2,"[22, 22]",3046,0.4356750470026744
2,"[23, 22]",3125,0.4356400401610187
2,"[23, 23]",3205,0.4167155188837366
2,"[24, 23]",3285,0.4167185264356686
2,"[24, 24]",3366,0.396301987086497
2,"[25, 24]",3447,0.3962028291970796
2,"[25, 25]",3529,0.3778219965025963
2,"[26, 25]",3611,0.3778233328824141
2,"[26, 26]",3694,0.3598449476143655
2,"[27, 26]",3777,0.3598797615249543
2,"[27, 27]",3861,0.3407593849477738
2,"[28, 27]",3945,0.3407150020265092
2,"[28, 28]",4030,0.3165527646927244
2,"[29, 28]",4115,0.3163434717523294
2,"[29, 29]",4201,0.2982991757504663
2,"[30, 29]",4287,0.2982649203545111
2,"[30, 30]",4374,0.2786013832066802
2,"[31, 30]",4461,0.2782716976335682
2,"[31, 31]",4549,0.2596419500077879
2,"[32, 31]",4637,0.259530159606841
2,"[32, 32]",4726,0.2401621595728559
2,"[33, 32]",4815,0.2401123163325185
2,"[33, 33]",4905,0.219335898926764
2,"[34, 33]",4995,0.2192270517145606
2,"[34, 34]",5086,0.1998637838896366
2,"[35, 34]",5177,0.1998338769626413
2,"[35, 35]",5269,0.1792781211658795
2,"[36, 35]",5361,0.179092395644379
2,"[36, 36]",5454,0.1600686053097493
2,"[37, 36]",5547,0.1593605281669045
2,"[37, 37]",5641,0.1376152457440958
2,"[38, 37]",5735,0.1376041611067467
2,"[38, 38]",5830,0.1151981832380159
2,"[39, 38]",5925,0.1151263494230419
2,"[39, 39]",6021,0.0954490008762959
2,"[40, 39]",6117,0.0950821166636006
2,"[40, 40]",6214,0.0805780633533075
2,"[41, 40]",6311,0.0803624357402963
2,"[41, 41]",6409,0.0649396996251455
2,"[42, 41]",6507,0.0649678672335217
2,"[42, 42]",6606,0.0537521839756732
2,"[43, 42]",6705,0.053436324865047
2,"[43, 43]",6805,0.0419480806158795
2,"[44, 43]",6905,0.0418665156747981
2,"[44, 44]",7006,0.0351419619119099
2,"[45, 44]",7107,0.0352269029850851
2,"[45, 45]",7209,0.032139863515544
2,"[46, 45]",7311,0.0327874947475161
2,"[46, 46]",7414,0.032703857142651
2,"[47, 46]",7517,0.0279816920895805
2,"[47, 47]",7621,0.0214043178714011
2,"[48, 47]",7725,0.0208770833399521
2,"[48, 48]",7830,0.0157823957619151
2,"[49, 48]",7935,0.0150739512268453
2,"[49, 49]",8041,0.0119677366267531
2,"[50, 49]",8147,0.0116050819186409
2,"[50, 50]",8254,0.0115383315733611
2,"[51, 50]",8361,0.0073006497699007
2,"[51, 51]",8469,0.004881119350478
2,"[52, 51]",8577,0.0048199991713583
2,"[52, 52]",8686,0.0044404951629942
2,"[53, 52]",8795,0.0043084518895958
2,"[53, 53]",8905,0.0043551272610252
2,"[54, 53]",9015,0.004201888915373
2,"[54, 54]",9126,0.0041122696955137
2,"[55, 54]",9237,0.0039411642724299
2,"[55, 55]",9349,0.0036113560278722
2,"[56, 55]",9461,0.0036241034618761
2,"[56, 56]",9574,0.0034971728264565
2,"[57, 56]",9687,0.0032235528479637
2,"[57, 57]",9801,0.0031550218322628
2,"[58, 57]",9915,0.0031943919431587
2,"[58, 58]",10030,0.0029899833994366
2,"[59, 58]",10145,0.0030841056386049
2,"[59, 59]",10261,0.0028191803543845
2,"[60, 59]",10377,0.0028780091183078
2,"[60, 60]",10494,0.0027606120548013
2,"[61, 60]",10611,0.0028401789319012
2,"[61, 61]",10729,0.0027540430579205
2,"[62, 61]",10847,0.0026403597463212
2,"[62, 62]",10966,0.0025790592175211
2,"[63, 62]",11085,0.0024727535634771
2,"[63, 63]",11205,0.0024945534763171
2,"[64, 63]",11325,0.002395041043932
2,"[64, 64]",11446,0.0024375916265255
2,"[65, 64]",11567,0.0021934824063925
2,"[65, 65]",11689,0.002323487982208
2,"[66, 65]",11811,0.0022346771112678
2,"[66, 66]",11934,0.0021546367360122
2,"[67, 66]",12057,0.0019946003684731
2,"[67, 67]",12181,0.0019513076753169
2,"[68, 67]",12305,0.0019457418189313
2,"[68, 68]",12430,0.0019539789896702
2,"[69, 68]",12555,0.0019281776319463
2,"[69, 69]",12681,0.0017238441835724
2,"[70, 69]",12807,0.0018872995179285
2,"[70, 70]",12934,0.0018057694324252
2,"[71, 70]",13061,0.0017727878918107
2,"[71, 71]",13189,0.0017353347969784
2,"[72, 71]",13317,0.0016146412173641
2,"[72, 72]",13446,0.0017196965926236
2,"[73, 72]",13575,0.0015646447375355
2,"[73, 73]",13705,0.0015823515163046
2,"[74, 73]",13835,0.0016172069698336
2,"[74, 74]",13966,0.001619155020179
2,"[75, 74]",14097,0.0016193494730946
2,"[75, 75]",14229,0.0015458800823238
2,"[76, 75]",14361,0.0015226868618522
2,"[76, 76]",14494,0.0014629367921332
2,"[77, 76]",14627,0.0014881615119018
2,"[77, 77]",14761,0.0013726104167456
2,"[78, 77]",14895,0.00143525473006
2,"[78, 78]",15030,0.001272833332533
2,"[79, 78]",15165,0.0013796349273651
2,"[79, 79]",15301,0.0014045852378746
2,"[80, 79]",15437,0.0013376442204032
2,"[80, 80]",15574,0.0013292676761494
2,"[81, 80]",15711,0.0012220052265275
2,"[81, 81]",15849,0.0012644441226124
2,"[82, 81]",15987,0.0011518771457178
2,"[82, 82]",16126,0.0012454606624621
2,"[83, 82]",16265,0.0012581383640449
2,"[83, 83]",16405,0.0011087360137915
2,"[84, 83]",16545,0.0012339222009142
2,"[84, 84]",16686,0.0011987164069662
2,"[85, 84]",16827,0.0012149059902772
2,"[85, 85]",16969,0.0011532178996388
2,"[86, 85]",17111,0.0011168008205771
2,"[86, 86]",17254,0.0010621827304609
2,"[87, 86]",17397,0.0011920683596197
2,"[87, 87]",17541,0.0009870229068764
2,"[88, 87]",17685,0.0011108118271345
2,"[88, 88]",17830,0.0011001439947213
2,"[89, 88]",17975,0.0010373958644104
2,"[89, 89]",18121,0.0010485090805419
2,"[90, 89]",18267,0.0010921078719489
2,"[90, 90]",18414,0.001066169608977
2,"[91, 90]",18561,0.0009022001177954
2,"[91, 91]",18709,0.0009147400144406
2,"[92, 91]",18857,0.0009238582567861
2,"[92, 92]",19006,0.0009203989110479
2,"[93, 92]",19155,0.0009404442869966
2,"[93, 93]",19305,0.000919704867878
2,"[94, 93]",19455,0.0008915767268857
2,"[94, 94]",19606,0.0008080639426775
2,"[95, 94]",19757,0.0009176285490387
2,"[95, 95]",19909,0.0008285838783341
2,"[96, 95]",20061,0.0008349460407862
2,"[96, 96]",20214,0.0007697257193215
2,"[97, 96]",20367,0.0009395408476728
2,"[97, 97]",20521,0.0008560009588466
2,"[98, 97]",20675,0.000822656821271
2,"[98, 98]",20830,0.0008416755306417
2,"[99, 98]",20985,0.0008987743601888
2,"[99, 99]",21141,0.0008346989666194
2,"[100, 99]",21297,0.0008682442248416
2,"[100, 100]",21454,0.0008290703062105
2,"[101, 100]",21611,0.0008290758894704
2,"[101, 101]",21769,0.0008843293484415
2,"[102, 101]",21927,0.0008163116704903
2,"[102, 102]",22086,0.0007477004779689
2,"[103, 102]",22245,0.0007361148870371
2,"[103, 103]",22405,0.0008447858508713
2,"[104, 103]",22565,0.0007315920755744
2,"[104, 104]",22726,0.0008043759011474
3,"[1, 1, 1]",173,0.9771116262132564
3,"[2, 1, 1]",231,0.9769320774945442
3,"[2, 2, 1]",237,0.9742537648533668
3,"[3, 2, 2]",355,0.9174819244447732
3,"[3, 2, 2]",355,0.9205045929747222
3,"[3, 3, 2]",363,0.9175195586201048
3,"[3, 3, 3]",423,0.8785247959181051
3,"[4, 3, 3]",483,0.8666415513736431
3,"[4, 4, 3]",493,0.8652532892154048
3,"[4, 4, 4]",554,0.8394945883771022
3,"[5, 4, 4]",615,0.8375275075098124
3,"[5, 5, 4]",627,0.8391461024550927
3,"[5, 5, 5]",689,0.8176910720432308
3,"[6, 5, 5]",751,0.8158557238731612
3,"[6, 6, 5]",765,0.8054149522935008
3,"[6, 6, 6]",828,0.7842056585325415
3,"[7, 6, 6]",891,0.7826780276071517
3,"[7, 7, 6]",907,0.7823994273960984
3,"[7, 7, 7]",971,0.7590635683271402
3,"[8, 8, 7]",1035,0.7548346734976793
3,"[8, 8, 7]",1053,0.7542763338483174
3,"[8, 8, 8]",1118,0.7304294940081462
3,"[9, 8, 8]",1183,0.727148065263192
3,"[9, 9, 8]",1203,0.7259336870957261
3,"[9, 9, 9]",1269,0.7070772168135734
3,"[10, 9, 9]",1335,0.7049799571513137
3,"[10, 10, 9]",1357,0.7038908023103474
3,"[10, 10, 10]",1424,0.6853971296603317
3,"[11, 10, 10]",1491,0.6844443894208593
3,"[11, 11, 10]",1515,0.6839016843413722
3,"[11, 11, 11]",1583,0.6625828135916559
3,"[12, 11, 11]",1651,0.6628109412633113
3,"[12, 12, 11]",1677,0.6622027140712474
3,"[12, 12, 12]",1746,0.641833907864274
3,"[13, 12, 12]",1815,0.6411693625217383
3,"[13, 13, 12]",1843,0.6414683524680973
3,"[13, 13, 13]",1913,0.6209731527268235
3,"[14, 13, 13]",1983,0.6203244491213642
3,"[14, 14, 13]",2013,0.6201205971429719
3,"[14, 14, 14]",2084,0.6019668820142291
3,"[15, 14, 14]",2155,0.6017901327769601
3,"[15, 15, 14]",2187,0.601474212352894
3,"[15, 15, 15]",2259,0.5818116405215769
3,"[16, 15, 15]",2331,0.5812249865321165
3,"[16, 16, 15]",2365,0.5806438621222112
3,"[16, 16, 16]",2438,0.5601177640044216
3,"[17, 16, 16]",2511,0.5598056202667211
3,"[17, 17, 16]",2547,0.5593981020742065
3,"[17, 17, 17]",2621,0.5409845321053812
3,"[18, 17, 17]",2695,0.540540554270445
3,"[18, 18, 17]",2733,0.5404919133276864
3,"[18, 18, 18]",2808,0.5215008348091644
3,"[19, 18, 18]",2883,0.5215378764886187
3,"[19, 19, 18]",2923,0.5211951706167798
3,"[19, 19, 19]",2999,0.5016807056637086
3,"[20, 19, 19]",3075,0.5013268010582161
3,"[20, 20, 19]",3117,0.5013799652560081
3,"[20, 20, 20]",3194,0.4810118442818855
3,"[21, 20, 20]",3271,0.4809114254235388
3,"[21, 21, 20]",3315,0.4810399314490996
3,"[21, 21, 21]",3393,0.4632475103440029
3,"[22, 21, 21]",3471,0.4634089053782027
3,"[22, 22, 21]",3517,0.4631911591253203
3,"[22, 22, 22]",3596,0.4442105063133171
3,"[23, 22, 22]",3675,0.4444542064721899
3,"[23, 23, 22]",3723,0.4440358922936248
3,"[23, 23, 23]",3803,0.4243140125886698
3,"[24, 23, 23]",3883,0.4239090033217541
3,"[24, 24, 23]",3933,0.4237504535324715
3,"[24, 24, 24]",4014,0.4048248993475563
3,"[25, 24, 24]",4095,0.4045802630446018
3,"[25, 25, 24]",4147,0.4043260687530247
3,"[25, 25, 25]",4229,0.3852247878616991
3,"[26, 25, 25]",4311,0.3850585148781007
3,"[26, 26, 25]",4365,0.3849605941638686
3,"[26, 26, 26]",4448,0.3665481907553284
3,"[27, 26, 26]",4531,0.366219414576994
3,"[27, 27, 26]",4587,0.3661320546314914
3,"[27, 27, 27]",4671,0.3472198640303456
3,"[28, 27, 27]",4755,0.3472377800595335
3,"[28, 28, 27]",4813,0.3468599923906411
3,"[28, 28, 28]",4898,0.3269297426673205
3,"[29, 28, 28]",4983,0.3268720051084717
3,"[29, 29, 28]",5043,0.3269705068246237
3,"[29, 29, 29]",5129,0.3062069084004743
3,"[30, 29, 29]",5215,0.3059582242305893
3,"[30, 30, 29]",5277,0.3059022833771805
3,"[30, 30, 30]",5364,0.2869856494724339
3,"[31, 30, 30]",5451,0.2867378361432233
3,"[31, 31, 30]",5515,0.2866930748795243
3,"[31, 31, 31]",5603,0.2680105068452145
3,"[32, 31, 31]",5691,0.2677179286319748
3,"[32, 32, 31]",5757,0.2674768949979529
3,"[32, 32, 32]",5846,0.24723220591227
3,"[33, 32, 32]",5935,0.2468068593368684
3,"[33, 33, 32]",6003,0.2468090229577237
3,"[33, 33, 33]",6093,0.2278623019381379
3,"[34, 33, 33]",6183,0.2276028208922516
3,"[34, 34, 33]",6253,0.2277445523553197
3,"[34, 34, 34]",6344,0.2084503436430282
3,"[35, 34, 34]",6435,0.2081699244398083
3,"[35, 35, 34]",6507,0.2083095812032342
3,"[35, 35, 35]",6599,0.1882988801521762
3,"[36, 35, 35]",6691,0.1883214377970279
3,"[36, 36, 35]",6765,0.1883406975072205
3,"[36, 36, 36]",6858,0.1678494974372986
3,"[37, 36, 36]",6951,0.1675805984487246
3,"[37, 37, 36]",7027,0.167744848798904
3,"[37, 37, 37]",7121,0.1488806043356942
3,"[38, 37, 37]",7215,0.1487059879395512
3,"[38, 38, 37]",7293,0.1488298391935651
3,"[38, 38, 38]",7388,0.1262417516671329
3,"[39, 38, 38]",7483,0.126089980032424
3,"[39, 39, 38]",7563,0.1262519858636849
3,"[39, 39, 39]",7659,0.097723300892697
3,"[40, 39, 39]",7755,0.0973433516367561
3,"[40, 40, 39]",7837,0.0973455189320565
3,"[40, 40, 40]",7934,0.0832902512697711
3,"[41, 40, 40]",8031,0.0829574231139339
3,"[41, 41, 40]",8115,0.0831947617845891
3,"[41, 41, 41]",8213,0.0681832182977204
3,"[42, 41, 41]",8311,0.0677627860054321
3,"[42, 42, 41]",8397,0.0680566195619325
3,"[42, 42, 42]",8496,0.0575516842784233
3,"[43, 42, 42]",8595,0.0570577736070359
3,"[43, 43, 42]",8683,0.0571261908967309
3,"[43, 43, 43]",8783,0.0499401913995528
3,"[44, 43, 43]",8883,0.0496587613962821
3,"[44, 44, 43]",8973,0.0498165168983525
3,"[44, 44, 44]",9074,0.0501572451510975
3,"[45, 44, 44]",9175,0.0466906357916857
3,"[45, 45, 44]",9267,0.0465356954145722
3,"[45, 45, 45]",9369,0.0362849805560314
3,"[46, 45, 45]",9471,0.0360076456120876
3,"[46, 46, 45]",9565,0.0355940864128843
3,"[46, 46, 46]",9668,0.0295317024974818
3,"[47, 46, 46]",9771,0.0295606855877798
3,"[47, 47, 46]",9867,0.0291797787328588
3,"[47, 47, 47]",9971,0.0230072545763923
3,"[48, 47, 47]",10075,0.0221294977940188
3,"[48, 48, 47]",10173,0.0220735142520826
3,"[48, 48, 48]",10278,0.0197051210239075
3,"[49, 48, 48]",10383,0.019210331572722
3,"[49, 49, 48]",10483,0.019118204763777
3,"[49, 49, 49]",10589,0.0190484169065619
3,"[50, 49, 49]",10695,0.0186024791519406
3,"[50, 50, 49]",10797,0.0131820502882249
3,"[50, 50, 50]",10904,0.0131307189501066
3,"[51, 50, 50]",11011,0.0132325679829103
3,"[51, 51, 50]",11115,0.0129798894421541
3,"[51, 51, 51]",11223,0.0060147432800757
3,"[52, 51, 51]",11331,0.0059470623301529
3,"[52, 52, 51]",11437,0.0057366175106309
3,"[52, 52, 52]",11546,0.0054553192298993
3,"[53, 52, 52]",11655,0.0055476576835545
3,"[53, 53, 52]",11763,0.0052329712146451
3,"[53, 53, 53]",11873,0.0055228039150866
3,"[54, 53, 53]",11983,0.0049466838328141
3,"[54, 54, 53]",12093,0.0048427627554254
3,"[54, 54, 54]",12204,0.0048678599066728
3,"[55, 54, 54]",12315,0.0045686580390168
3,"[55, 55, 54]",12427,0.0045912059762401
3,"[55, 55, 55]",12539,0.0044402008583844
3,"[56, 55, 55]",12651,0.0045046618067262
3,"[56, 56, 55]",12765,0.0043700400891017
3,"[56, 56, 56]",12878,0.0042454409930868
3,"[57, 56, 56]",12991,0.0045905663769532
3,"[57, 57, 56]",13107,0.0042429964711827
3,"[57, 57, 57]",13221,0.0040154604718237
3,"[58, 57, 57]",13335,0.0040845866631486
3,"[58, 58, 57]",13453,0.0039081560933445
3,"[58, 58, 58]",13568,0.0037338163034686
3,"[59, 58, 58]",13683,0.0040019884680633
3,"[59, 59, 58]",13803,0.0036800520496776
3,"[59, 59, 59]",13919,0.0037165274513528
3,"[60, 59, 59]",14035,0.0038467502348882
3,"[60, 60, 59]",14157,0.0039345483323454
3,"[60, 60, 60]",14274,0.0039479072850407
3,"[61, 60, 60]",14391,0.0037637066548023
3,"[61, 61, 60]",14515,0.0035722717273932
3,"[61, 61, 61]",14633,0.003721770873335
3,"[62, 61, 61]",14751,0.0037084366562978
3,"[62, 62, 61]",14877,0.0032933160262405
3,"[62, 62, 62]",14996,0.0032356604036694
3,"[63, 62, 62]",15115,0.0031418171246494
3,"[63, 63, 62]",15243,0.0033865954632008
3,"[63, 63, 63]",15363,0.003229168795902
3,"[64, 63, 63]",15483,0.0032153439433983
3,"[64, 64, 63]",15613,0.0032048701265051
3,"[64, 64, 64]",15734,0.003012303077457
3,"[65, 64, 64]",15855,0.0031920221380071
3,"[65, 65, 64]",15987,0.0030859472085475
3,"[65, 65, 65]",16109,0.0031455677143149
3,"[66, 65, 65]",16231,0.0030468639494488
3,"[66, 66, 65]",16365,0.0029069502016474
3,"[66, 66, 66]",16488,0.0030138950986774
3,"[67, 66, 66]",16611,0.0030892762730337
3,"[67, 67, 66]",16747,0.0028994557096423
3,"[67, 67, 67]",16871,0.0030307995937174
3,"[68, 67, 67]",16995,0.0028750601301534
3,"[68, 68, 67]",17133,0.0030217304939006
3,"[68, 68, 68]",17258,0.0026898498028654
3,"[69, 68, 68]",17383,0.0026659261901059
3,"[69, 69, 68]",17523,0.0026371076868727
3,"[69, 69, 69]",17649,0.0026833293684153
3,"[70, 69, 69]",17775,0.0024969331264489
3,"[70, 70, 69]",17917,0.0027438108869843
3,"[70, 70, 70]",18044,0.0025076301672822
3,"[71, 70, 70]",18171,0.0024012154996234
3,"[71, 71, 70]",18315,0.0023153327170726
3,"[71, 71, 71]",18443,0.0024197131302738
3,"[72, 71, 71]",18571,0.0024118315713353
3,"[72, 72, 71]",18717,0.0023092269547523
3,"[72, 72, 72]",18846,0.0023029346945455
3,"[73, 72, 72]",18975,0.0022837209480938
3,"[73, 73, 72]",19123,0.0022458071655239
3,"[73, 73, 73]",19253,0.0022302662795452
3,"[74, 73, 73]",19383,0.0022413251723916
3,"[74, 74, 73]",19533,0.0022636211163693
3,"[74, 74, 74]",19664,0.0022425075007383
3,"[75, 74, 74]",19795,0.0022947556985492
3,"[75, 75, 74]",19947,0.0021693989228626
3,"[75, 75, 75]",20079,0.0021068308701456
3,"[76, 75, 75]",20211,0.0020212336304133
3,"[76, 76, 75]",20365,0.0019569255076522
3,"[76, 76, 76]",20498,0.0019562637402841
3,"[77, 76, 76]",20631,0.0019529349806446
3,"[77, 77, 76]",20787,0.0018534061066836
3,"[77, 77, 77]",20921,0.0020694469154992
3,"[78, 77, 77]",21055,0.0019821910923226
3,"[78, 78, 77]",21213,0.001878902224169
3,"[78, 78, 78]",21348,0.0019641296629223
3,"[79, 78, 78]",21483,0.0019561640477354
3,"[79, 79, 78]",21643,0.0019759106710676
3,"[79, 79, 79]",21779,0.0017408579552892
3,"[80, 79, 79]",21915,0.0016579709732267
3,"[80, 80, 79]",22077,0.0018855284687797
3,"[80, 80, 80]",22214,0.001818903278783
3,"[81, 80, 80]",22351,0.0017870046027378
3,"[81, 81, 80]",22515,0.0017554238654421
3,"[81, 81, 81]",22653,0.0017294337873331
3,"[82, 81, 81]",22791,0.0018228769854087
3,"[82, 82, 81]",22957,0.001862327698684
3,"[82, 82, 82]",23096,0.0017298575178597
3,"[83, 82, 82]",23235,0.0016925516557897
3,"[83, 83, 82]",23403,0.0017666972161756
3,"[83, 83, 83]",23543,0.0016944958500613
3,"[84, 83, 83]",23683,0.0016145867568956
3,"[84, 84, 83]",23853,0.001627531326056
3,"[84, 84, 84]",23994,0.0015496152660111
3,"[85, 84, 84]",24135,0.0017028972177219
3,"[85, 85, 84]",24307,0.001596067684541
3,"[85, 85, 85]",24449,0.0016079500586654
3,"[86, 85, 85]",24591,0.001543052670897
3,"[86, 86, 85]",24765,0.0014379896502239
3,"[86, 86, 86]",24908,0.001588797887716
3,"[87, 86, 86]",25051,0.0016793798317628
3,"[87, 87, 86]",25227,0.001465138589542
3,"[87, 87, 87]",25371,0.0015936908217428
3,"[88, 87, 87]",25515,0.0015595680507082
3,"[88, 88, 87]",25693,0.001527160638825
3,"[88, 88, 88]",25838,0.0013916134146092
3,"[89, 88, 88]",25983,0.0015627584089382
3,"[89, 89, 88]",26163,0.0015303118661006
3,"[89, 89, 89]",26309,0.0014251053850498
3,"[90, 89, 89]",26455,0.0014385848725055
3,"[90, 90, 89]",26637,0.0015656720570148
3,"[90, 90, 90]",26784,0.0015732851733896
3,"[91, 90, 90]",26931,0.0014030472238862
3,"[91, 91, 90]",27115,0.0013934140086447
3,"[91, 91, 91]",27263,0.0014504276816302
3,"[92, 91, 91]",27411,0.001403940389417
3,"[92, 92, 91]",27597,0.0014428070426147
3,"[92, 92, 92]",27746,0.0014581899451873
3,"[93, 92, 92]",27895,0.0013009287874537
3,"[93, 93, 92]",28083,0.0013194222717181
3,"[93, 93, 93]",28233,0.0013384216375143
3,"[94, 93, 93]",28383,0.0012790767837152
3,"[94, 94, 93]",28573,0.0013792712071487
3,"[94, 94, 94]",28724,0.0012742208882065
3,"[95, 94, 94]",28875,0.0011602705739361
3,"[95, 95, 94]",29067,0.0012729930015378
3,"[95, 95, 95]",29219,0.0012605989022857
3,"[96, 95, 95]",29371,0.0014062813012219
3,"[96, 96, 95]",29565,0.0012529116271629
3,"[96, 96, 96]",29718,0.0012521664513454
3,"[97, 96, 96]",29871,0.0012199929116564
3,"[97, 97, 96]",30067,0.0012006126924747
3,"[97, 97, 97]",30221,0.0011640173154001
3,"[98, 97, 97]",30375,0.0011350278234656
3,"[98, 98, 97]",30573,0.0012012362209271
3,"[98, 98, 98]",30728,0.0011205778463547
3,"[99, 98, 98]",30883,0.0010934507353133
3,"[99, 99, 98]",31083,0.001109934284307
3,"[99, 99, 99]",31239,0.0010468110525225
3,"[100, 99, 99]",31395,0.001153691380008
3,"[100, 100, 99]",31597,0.0012171132036483
3,"[100, 100, 100]",31754,0.0011332170835085
3,"[101, 100, 100]",31911,0.0012468932063109
3,"[101, 101, 100]",32115,0.0011663724042272
3,"[101, 101, 101]",32273,0.0010661996966583
3,"[102, 101, 101]",32431,0.001077052954024
3,"[102, 102, 101]",32637,0.0011365617846436
3,"[102, 102, 102]",32796,0.0010418411867584
3,"[103, 102, 102]",32955,0.0010265054256568
3,"[103, 103, 102]",33163,0.0010322868736128
3,"[103, 103, 103]",33323,0.0010823444717298
3,"[104, 103, 103]",33483,0.0010743274806346
3,"[104, 104, 103]",33693,0.0012013180494714
3,"[104, 104, 104]",33854,0.0010929375454917
