task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
classification,5,ablation_stl,stl_ablation_r05_d27540_parammatched,[27540],1762567,0.2715845991514818,65,75,0.2787869272692717,0.8938228257689197
classification,1,ablation_stl,stl_ablation_r01_d25573_parammatched,[25573],1636679,0.21837917600553566,109,119,0.21678298816262595,0.9172303402695307
classification,2,ablation_stl,stl_ablation_r02_d25573_parammatched,[25573],1636679,0.2172862631376757,107,117,0.2220993454449743,0.9150100686735168
classification,3,ablation_stl,stl_ablation_r03_d25573_parammatched,[25573],1636679,0.23658023012061735,103,113,0.24351902198747186,0.909140978640643
classification,4,ablation_stl,stl_ablation_r04_d25573_parammatched,[25573],1636679,0.2546780553139585,77,87,0.2570376776583139,0.8975577012443848
classification,5,ablation_stl,stl_ablation_r05_d25573_parammatched,[25573],1636679,0.25930550829266247,71,81,0.2602401103968834,0.8998468184712828
classification,1,ablation_stl,stl_ablation_r01_d23606_parammatched,[23606],1510791,0.23801679233302697,100,110,0.24179582702049923,0.9046660126331733
classification,2,ablation_stl,stl_ablation_r02_d23606_parammatched,[23606],1510791,0.211339499570382,135,145,0.21575814763460777,0.9173336087158569
classification,3,ablation_stl,stl_ablation_r03_d23606_parammatched,[23606],1510791,0.2987062535799546,46,56,0.30031305027253036,0.8807937901240942
classification,4,ablation_stl,stl_ablation_r04_d23606_parammatched,[23606],1510791,0.21536919350726755,125,135,0.2184016296979829,0.918314658955956
classification,5,ablation_stl,stl_ablation_r05_d23606_parammatched,[23606],1510791,0.2451554640058876,86,96,0.24537907640436768,0.9024113182217174
classification,1,ablation_stl,stl_ablation_r01_d21639_parammatched,[21639],1384903,0.20610552733823587,166,176,0.2064667002875428,0.919674360165918
classification,2,ablation_stl,stl_ablation_r02_d21639_parammatched,[21639],1384903,0.218675146710062,127,137,0.21955120649757928,0.9161115987676632
classification,3,ablation_stl,stl_ablation_r03_d21639_parammatched,[21639],1384903,0.27094092828632726,62,72,0.2738382982291797,0.891223903203043
classification,4,ablation_stl,stl_ablation_r04_d21639_parammatched,[21639],1384903,0.24971146192112156,79,89,0.2505007300541484,0.8998296070635617
classification,5,ablation_stl,stl_ablation_r05_d21639_parammatched,[21639],1384903,0.2032716142784714,162,172,0.20343040589097178,0.9192612863806131
classification,1,ablation_stl,stl_ablation_r01_d19672_parammatched,[19672],1259015,0.2304837145390247,101,111,0.23352704437108823,0.9094335725719006
classification,2,ablation_stl,stl_ablation_r02_d19672_parammatched,[19672],1259015,0.2501267066918167,87,97,0.24828908538180672,0.9025834322989277
classification,3,ablation_stl,stl_ablation_r03_d19672_parammatched,[19672],1259015,0.21747473179955495,136,146,0.21856014626645498,0.9141322868797439
classification,4,ablation_stl,stl_ablation_r04_d19672_parammatched,[19672],1259015,0.23329020488574248,101,111,0.2369800338190465,0.9074886834994235
classification,5,ablation_stl,stl_ablation_r05_d19672_parammatched,[19672],1259015,0.2218860179922962,117,127,0.22381828433116108,0.9146142062959329
classification,1,ablation_stl,stl_ablation_r01_d17705_parammatched,[17705],1133127,0.23929425051097578,93,103,0.24291819837070333,0.9056642742809935
classification,2,ablation_stl,stl_ablation_r02_d17705_parammatched,[17705],1133127,0.23782388529023135,103,113,0.24022221543549224,0.9063010963666718
classification,3,ablation_stl,stl_ablation_r03_d17705_parammatched,[17705],1133127,0.2639907632149472,71,81,0.26294572965382434,0.8980740434760159
classification,4,ablation_stl,stl_ablation_r04_d17705_parammatched,[17705],1133127,0.232476071906661,106,116,0.23596441555098288,0.9084353109240805
classification,5,ablation_stl,stl_ablation_r05_d17705_parammatched,[17705],1133127,0.24969344820226913,87,97,0.2487248571194978,0.9051479320493623
classification,1,ablation_stl,stl_ablation_r01_d15738_parammatched,[15738],1007239,0.21398436026007633,143,153,0.21538674118301301,0.9185211958486085
classification,2,ablation_stl,stl_ablation_r02_d15738_parammatched,[15738],1007239,0.2235127848091619,119,129,0.22232906297391686,0.9140290184334177
classification,3,ablation_stl,stl_ablation_r03_d15738_parammatched,[15738],1007239,0.24492305317611732,94,104,0.2456606555278653,0.9043562072941946
classification,4,ablation_stl,stl_ablation_r04_d15738_parammatched,[15738],1007239,0.22330485987030507,132,142,0.2232395261618437,0.9122906662535929
classification,5,ablation_stl,stl_ablation_r05_d15738_parammatched,[15738],1007239,0.2313696938780519,110,120,0.23425264473885826,0.9083836767009174
classification,1,ablation_stl,stl_ablation_r01_d13771_parammatched,[13771],881351,0.21857444177357988,135,145,0.22277415462275654,0.9144593036264436
classification,2,ablation_stl,stl_ablation_r02_d13771_parammatched,[13771],881351,0.2179896574514162,142,152,0.22000349279589848,0.914631417703654
classification,3,ablation_stl,stl_ablation_r03_d13771_parammatched,[13771],881351,0.25549852068179124,80,90,0.2557286410783647,0.8979191408065266
classification,4,ablation_stl,stl_ablation_r04_d13771_parammatched,[13771],881351,0.2398366454351839,101,111,0.2433794497560321,0.9045971670022891
classification,5,ablation_stl,stl_ablation_r05_d13771_parammatched,[13771],881351,0.24906545600930755,94,104,0.25053719765355065,0.8997779728403986
classification,1,ablation_stl,stl_ablation_r01_d11804_parammatched,[11804],755463,0.2568046491393653,77,87,0.25973512203296867,0.8971790502745219
classification,2,ablation_stl,stl_ablation_r02_d11804_parammatched,[11804],755463,0.2299846281121166,107,117,0.2328377929889541,0.9089516531557116
classification,3,ablation_stl,stl_ablation_r03_d11804_parammatched,[11804],755463,0.21982234705720607,134,144,0.22097879494095818,0.9136159446481128
classification,4,ablation_stl,stl_ablation_r04_d11804_parammatched,[11804],755463,0.2414226569591177,99,109,0.23943223811121678,0.9067830157828609
classification,5,ablation_stl,stl_ablation_r05_d11804_parammatched,[11804],755463,0.2259959470050388,117,127,0.22757802779623318,0.9122906662535929
classification,1,ablation_stl,stl_ablation_r01_d9837_parammatched,[9837],629575,0.25484174417496563,77,87,0.2556013553779127,0.8984526944458787
classification,2,ablation_stl,stl_ablation_r02_d9837_parammatched,[9837],629575,0.22515709190312763,117,127,0.22693419101476214,0.9145281492573277
classification,3,ablation_stl,stl_ablation_r03_d9837_parammatched,[9837],629575,0.22559606443055555,117,127,0.22657509165432602,0.9107244281509784
classification,4,ablation_stl,stl_ablation_r04_d9837_parammatched,[9837],629575,0.22141045528770004,126,136,0.22015503445142878,0.9162492900294316
classification,5,ablation_stl,stl_ablation_r05_d9837_parammatched,[9837],629575,0.21225472574248289,146,156,0.211916734812865,0.9171787060463675
classification,1,ablation_stl,stl_ablation_r01_d7869_parammatched,[7869],503623,0.252226527012231,77,87,0.25440290427687445,0.9004836405569612
classification,2,ablation_stl,stl_ablation_r02_d7869_parammatched,[7869],503623,0.22050594065609397,119,129,0.22077407559603351,0.915130548527564
classification,3,ablation_stl,stl_ablation_r03_d7869_parammatched,[7869],503623,0.22110616756241402,127,137,0.2197764631180535,0.9153370854202165
classification,4,ablation_stl,stl_ablation_r04_d7869_parammatched,[7869],503623,0.22316198671274046,127,137,0.2226028920940371,0.9148035317808644
classification,5,ablation_stl,stl_ablation_r05_d7869_parammatched,[7869],503623,0.2375050592120569,93,103,0.23804042108055729,0.9073165694222131
classification,1,ablation_stl,stl_ablation_r01_d5902_parammatched,[5902],377735,0.23549757215310343,96,106,0.23714453422051304,0.9101908745116263
classification,2,ablation_stl,stl_ablation_r02_d5902_parammatched,[5902],377735,0.19904284469816774,178,188,0.19852388254125172,0.9236846181649198
classification,3,ablation_stl,stl_ablation_r03_d5902_parammatched,[5902],377735,0.23294571272806877,106,116,0.23315245913564867,0.9086246364090119
classification,4,ablation_stl,stl_ablation_r04_d5902_parammatched,[5902],377735,0.25260017574581334,77,87,0.25377120986744733,0.9027727577838591
classification,5,ablation_stl,stl_ablation_r05_d5902_parammatched,[5902],377735,0.210694450294343,156,166,0.20718597328465288,0.9204832963288068
classification,1,ablation_stl,stl_ablation_r01_d3935_parammatched,[3935],251847,0.19980644426573202,175,185,0.199778623913964,0.9239944235038984
classification,2,ablation_stl,stl_ablation_r02_d3935_parammatched,[3935],251847,0.2110472567390631,148,158,0.21297353159469104,0.9170582261923202
classification,3,ablation_stl,stl_ablation_r03_d3935_parammatched,[3935],251847,0.20739036277971387,144,154,0.2078342552678589,0.9202939708438753
classification,4,ablation_stl,stl_ablation_r04_d3935_parammatched,[3935],251847,0.19845948221545992,183,193,0.2012361879331397,0.9246484569972978
classification,5,ablation_stl,stl_ablation_r05_d3935_parammatched,[3935],251847,0.19484287892472746,190,200,0.19393536725158492,0.9259737353918177
classification,1,ablation_stl,stl_ablation_r01_d1968_parammatched,[1968],125959,0.22050278582013175,136,146,0.22094931826437855,0.9144593036264436
classification,2,ablation_stl,stl_ablation_r02_d1968_parammatched,[1968],125959,0.20726814745884156,178,188,0.205883338726588,0.9216020378306742
classification,3,ablation_stl,stl_ablation_r03_d1968_parammatched,[1968],125959,0.2242047251257227,127,137,0.22505448035741557,0.9135298876095076
classification,4,ablation_stl,stl_ablation_r04_d1968_parammatched,[1968],125959,0.20619641392215107,172,182,0.20952380435846055,0.9217397290924425
classification,5,ablation_stl,stl_ablation_r05_d1968_parammatched,[1968],125959,0.21435411757930306,158,168,0.21377132794533504,0.9192440749728921
classification,1,ablation_stl,stl_ablation_r01_d01_parammatched,[1],71,0.7392177035506092,200,200,0.7345474454394774,0.7065799211717526
classification,2,ablation_stl,stl_ablation_r02_d01_parammatched,[1],71,0.7734979975387887,200,200,0.767445034432831,0.6975955663413711
classification,3,ablation_stl,stl_ablation_r03_d01_parammatched,[1],71,0.783558773669447,199,200,0.7783067339236177,0.6716235520903254
classification,4,ablation_stl,stl_ablation_r04_d01_parammatched,[1],71,0.8304648739616853,199,200,0.8275885158610121,0.6674928142372765
classification,5,ablation_stl,stl_ablation_r05_d01_parammatched,[1],71,1.0240620600270542,112,122,1.0210147760621886,0.531866921395501
