task,family,phase,architecture,best_val,parameter_count,source,order_key,marker_label
inverse,ADP,ae_width_to_depth,"[18, 18]",0.8161473870277405,580,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_026_d2_w18/candidate_state.json,26,cand_026_d2_w18
inverse,ADP,ae_width_to_depth,"[19, 19]",0.7779558300971985,631,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_028_d2_w19/candidate_state.json,28,cand_028_d2_w19
inverse,ADP,ae_width_to_depth,"[20, 20]",0.7862485647201538,684,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_030_d2_w20/candidate_state.json,30,cand_030_d2_w20
inverse,ADP,ae_width_to_depth,"[20, 20, 20]",0.7638059854507446,1144,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_041_d3_w20/candidate_state.json,41,cand_041_d3_w20
inverse,ADP,ae_width_to_depth,"[21, 20, 20]",0.7856258749961853,1171,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_042_d3_w21/candidate_state.json,42,cand_042_d3_w21
inverse,ADP,ae_width_to_depth,"[21, 21, 21]",0.7809309959411621,1243,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_044_d3_w21/candidate_state.json,44,cand_044_d3_w21
inverse,ADP,ae_width_to_depth,"[22, 21, 21]",0.7735922336578369,1271,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_045_d3_w22/candidate_state.json,45,cand_045_d3_w22
inverse,ADP,ae_width_to_depth,"[22, 22, 22]",0.7483197450637817,1346,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_047_d3_w22/candidate_state.json,47,cand_047_d3_w22
inverse,ADP,ae_width_to_depth,"[23, 22, 22]",0.7501735091209412,1375,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_048_d3_w23/candidate_state.json,48,cand_048_d3_w23
inverse,ADP,ae_width_to_depth,"[23, 23, 23]",0.7882256507873535,1453,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_050_d3_w23/candidate_state.json,50,cand_050_d3_w23
inverse,ADP,ae_width_to_depth,"[24, 23, 23]",0.7866442799568176,1483,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_051_d3_w24/candidate_state.json,51,cand_051_d3_w24
inverse,ADP,ae_width_to_depth,"[24, 24, 24]",0.794435977935791,1564,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_053_d3_w24/candidate_state.json,53,cand_053_d3_w24
inverse,ADP,ae_width_to_depth,"[25, 24, 24]",0.7936838865280151,1595,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_054_d3_w25/candidate_state.json,54,cand_054_d3_w25
inverse,ADP,ae_width_to_depth,"[25, 25, 25]",0.8123242855072021,1679,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_056_d3_w25/candidate_state.json,56,cand_056_d3_w25
inverse,ADP,ae_width_to_depth,"[26, 25, 25]",0.8592813014984131,1711,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_057_d3_w26/candidate_state.json,57,cand_057_d3_w26
inverse,ADP,ae_width_to_depth,"[26, 26, 26]",0.8518117070198059,1798,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_059_d3_w26/candidate_state.json,59,cand_059_d3_w26
inverse,ADP,ae_width_to_depth,"[27, 26, 26]",0.7550302147865295,1831,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_060_d3_w27/candidate_state.json,60,cand_060_d3_w27
inverse,ADP,ae_width_to_depth,"[27, 27, 27]",0.7465513348579407,1921,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_062_d3_w27/candidate_state.json,62,cand_062_d3_w27
inverse,ADP,ae_width_to_depth,"[27, 27, 27, 27]",0.6967089176177979,2731,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_080_d4_w27/candidate_state.json,80,cand_080_d4_w27
inverse,ADP,ae_width_to_depth,"[28, 27, 27, 27]",0.8131210207939148,2765,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_081_d4_w28/candidate_state.json,81,cand_081_d4_w28
inverse,ADP,ae_width_to_depth,"[28, 28, 27, 27]",0.7321510910987854,2823,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_082_d4_w28/candidate_state.json,82,cand_082_d4_w28
inverse,ADP,ae_width_to_depth,"[28, 28, 28, 28]",1.1153217554092407,2916,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_084_d4_w28/candidate_state.json,84,cand_084_d4_w28
inverse,ADP,ae_width_to_depth,"[29, 28, 28, 28]",0.6882080435752869,2951,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_085_d4_w29/candidate_state.json,85,cand_085_d4_w29
inverse,ADP,ae_width_to_depth,"[29, 29, 28, 28]",0.7211440801620483,3011,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_086_d4_w29/candidate_state.json,86,cand_086_d4_w29
inverse,ADP,ae_width_to_depth,"[29, 29, 29, 29]",0.7018682360649109,3107,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_088_d4_w29/candidate_state.json,88,cand_088_d4_w29
inverse,ADP,ae_width_to_depth,"[30, 29, 29, 29]",0.7176238298416138,3143,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_089_d4_w30/candidate_state.json,89,cand_089_d4_w30
inverse,ADP,ae_width_to_depth,"[30, 30, 29, 29]",0.7240510582923889,3205,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_090_d4_w30/candidate_state.json,90,cand_090_d4_w30
inverse,ADP,ae_width_to_depth,"[30, 30, 30, 30]",0.7097634673118591,3304,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_092_d4_w30/candidate_state.json,92,cand_092_d4_w30
inverse,ADP,ae_width_to_depth,"[31, 30, 30, 30]",0.7361422181129456,3341,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_093_d4_w31/candidate_state.json,93,cand_093_d4_w31
inverse,ADP,ae_width_to_depth,"[31, 31, 30, 30]",0.7360586524009705,3405,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_094_d4_w31/candidate_state.json,94,cand_094_d4_w31
inverse,ADP,ae_width_to_depth,"[31, 31, 31, 31]",0.7335948944091797,3507,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_096_d4_w31/candidate_state.json,96,cand_096_d4_w31
inverse,ADP,ae_width_to_depth,"[32, 31, 31, 31]",0.7352563142776489,3545,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_097_d4_w32/candidate_state.json,97,cand_097_d4_w32
inverse,ADP,ae_width_to_depth,"[32, 32, 31, 31]",0.6969263553619385,3611,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_098_d4_w32/candidate_state.json,98,cand_098_d4_w32
inverse,ADP,ae_width_to_depth,"[32, 32, 32, 32]",0.6860343217849731,3716,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_100_d4_w32/candidate_state.json,100,cand_100_d4_w32
inverse,ADP,ae_width_to_depth,"[33, 32, 32, 32]",0.7193578481674194,3755,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_101_d4_w33/candidate_state.json,101,cand_101_d4_w33
inverse,ADP,ae_width_to_depth,"[33, 33, 32, 32]",0.7277420163154602,3823,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_102_d4_w33/candidate_state.json,102,cand_102_d4_w33
inverse,ADP,ae_width_to_depth,"[33, 33, 33, 33]",0.716972827911377,3931,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_104_d4_w33/candidate_state.json,104,cand_104_d4_w33
inverse,ADP,ae_width_to_depth,"[34, 33, 33, 33]",0.7640990614891052,3971,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_105_d4_w34/candidate_state.json,105,cand_105_d4_w34
inverse,ADP,ae_width_to_depth,"[34, 34, 33, 33]",0.7606359720230103,4041,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_106_d4_w34/candidate_state.json,106,cand_106_d4_w34
inverse,ADP,ae_width_to_depth,"[34, 34, 34, 34]",0.8078215718269348,4152,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_108_d4_w34/candidate_state.json,108,cand_108_d4_w34
inverse,ADP,ae_width_to_depth,"[34, 34, 34, 34, 34]",0.6680117249488831,5410,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_133_d5_w34/candidate_state.json,133,cand_133_d5_w34
inverse,ADP,ae_width_to_depth,"[35, 34, 34, 34, 34]",0.6502455472946167,5451,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_134_d5_w35/candidate_state.json,134,cand_134_d5_w35
inverse,ADP,ae_width_to_depth,"[35, 35, 34, 34, 34]",0.6483965516090393,5523,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_135_d5_w35/candidate_state.json,135,cand_135_d5_w35
inverse,ADP,ae_width_to_depth,"[35, 35, 35, 34, 34]",0.6602054238319397,5595,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_136_d5_w35/candidate_state.json,136,cand_136_d5_w35
inverse,ADP,ae_width_to_depth,"[35, 35, 35, 35, 35]",0.6634207963943481,5709,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_138_d5_w35/candidate_state.json,138,cand_138_d5_w35
inverse,ADP,ae_width_to_depth,"[36, 35, 35, 35, 35]",0.6499517560005188,5751,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_139_d5_w36/candidate_state.json,139,cand_139_d5_w36
inverse,ADP,ae_width_to_depth,"[36, 36, 35, 35, 35]",0.6301260590553284,5825,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_140_d5_w36/candidate_state.json,140,cand_140_d5_w36
inverse,ADP,ae_width_to_depth,"[36, 36, 36, 35, 35]",0.7088714838027954,5899,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_141_d5_w36/candidate_state.json,141,cand_141_d5_w36
inverse,ADP,ae_width_to_depth,"[36, 36, 36, 36, 36]",0.6875364184379578,6016,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_143_d5_w36/candidate_state.json,143,cand_143_d5_w36
inverse,ADP,ae_width_to_depth,"[37, 36, 36, 36, 36]",0.6841172575950623,6059,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_144_d5_w37/candidate_state.json,144,cand_144_d5_w37
inverse,ADP,ae_width_to_depth,"[37, 37, 36, 36, 36]",0.6671844720840454,6135,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_145_d5_w37/candidate_state.json,145,cand_145_d5_w37
inverse,ADP,ae_width_to_depth,"[37, 37, 37, 36, 36]",0.6848275661468506,6211,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_146_d5_w37/candidate_state.json,146,cand_146_d5_w37
inverse,ADP,ae_width_to_depth,"[37, 37, 37, 37, 37]",0.8159427642822266,6331,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_148_d5_w37/candidate_state.json,148,cand_148_d5_w37
inverse,ADP,ae_width_to_depth,"[38, 37, 37, 37, 37]",0.7923172116279602,6375,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_149_d5_w38/candidate_state.json,149,cand_149_d5_w38
inverse,ADP,ae_width_to_depth,"[38, 38, 37, 37, 37]",0.7016869783401489,6453,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_150_d5_w38/candidate_state.json,150,cand_150_d5_w38
inverse,ADP,ae_width_to_depth,"[38, 38, 38, 37, 37]",0.7749927639961243,6531,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_151_d5_w38/candidate_state.json,151,cand_151_d5_w38
inverse,ADP,ae_width_to_depth,"[38, 38, 38, 38, 38]",0.7093168497085571,6654,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_153_d5_w38/candidate_state.json,153,cand_153_d5_w38
inverse,ADP,ae_width_to_depth,"[39, 38, 38, 38, 38]",0.6867269277572632,6699,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_154_d5_w39/candidate_state.json,154,cand_154_d5_w39
inverse,ADP,ae_width_to_depth,"[39, 39, 38, 38, 38]",0.6812030673027039,6779,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_155_d5_w39/candidate_state.json,155,cand_155_d5_w39
inverse,ADP,ae_width_to_depth,"[39, 39, 39, 38, 38]",0.699390709400177,6859,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_156_d5_w39/candidate_state.json,156,cand_156_d5_w39
inverse,ADP,ae_width_to_depth,"[39, 39, 39, 39, 39]",0.6784927248954773,6985,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_158_d5_w39/candidate_state.json,158,cand_158_d5_w39
inverse,ADP,ae_width_to_depth,"[40, 39, 39, 39, 39]",0.69847571849823,7031,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_159_d5_w40/candidate_state.json,159,cand_159_d5_w40
inverse,ADP,ae_width_to_depth,"[40, 40, 39, 39, 39]",0.7025579214096069,7113,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_160_d5_w40/candidate_state.json,160,cand_160_d5_w40
inverse,ADP,ae_width_to_depth,"[40, 40, 40, 39, 39]",0.6856863498687744,7195,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_161_d5_w40/candidate_state.json,161,cand_161_d5_w40
inverse,ADP,ae_width_to_depth,"[40, 40, 40, 40, 40]",0.6835353374481201,7324,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_163_d5_w40/candidate_state.json,163,cand_163_d5_w40
inverse,ADP,ae_width_to_depth,"[41, 40, 40, 40, 40]",0.6704399585723877,7371,/home/anurag-basistha/Projects/Untapped/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/inverse/ae_width_to_depth/cand_164_d5_w41/candidate_state.json,164,cand_164_d5_w41
