task,depth,candidate_index,width,architecture,parameter_count,log10_parameter_count,selected_for_run
simulation,2,56,8359,"[8359, 8359]",69998267,7.845087,True
simulation,2,57,8937,"[8937, 8937]",80004025,7.903112,True
simulation,2,58,9479,"[9479, 9479]",89993627,7.954212,True
simulation,2,59,9993,"[9993, 9993]",100009945,8.000043,True
simulation,2,60,10554,"[10554, 10554]",111545227,8.047451,True
simulation,2,61,11087,"[11087, 11087]",123087875,8.090215,True
simulation,2,62,11596,"[11596, 11596]",134641157,8.129178,True
simulation,2,63,12083,"[12083, 12083]",146180135,8.164888,True
simulation,2,64,12551,"[12551, 12551]",157715867,8.197875,True
simulation,2,65,13003,"[13003, 13003]",169273055,8.228588,True
simulation,2,66,13439,"[13439, 13439]",180808307,8.257218,True
simulation,2,67,13862,"[13862, 13862]",192362975,8.284121,True
simulation,2,68,14272,"[14272, 14272]",203904065,8.309426,True
simulation,3,1,1,"[1, 1, 1]",21,1.322219,True
simulation,3,2,2,"[2, 2, 2]",45,1.653213,True
simulation,3,3,3,"[3, 3, 3]",73,1.863323,True
simulation,3,4,4,"[4, 4, 4]",105,2.021189,True
simulation,3,5,6,"[6, 6, 6]",181,2.257679,True
simulation,3,6,9,"[9, 9, 9]",325,2.511883,True
simulation,3,7,10,"[10, 10, 10]",381,2.580925,True
simulation,3,8,12,"[12, 12, 12]",505,2.703291,True
simulation,3,9,13,"[13, 13, 13]",573,2.758155,True
simulation,3,10,15,"[15, 15, 15]",721,2.857935,True
simulation,3,11,16,"[16, 16, 16]",801,2.903633,True
simulation,3,12,17,"[17, 17, 17]",885,2.946943,True
simulation,3,13,18,"[18, 18, 18]",973,2.988113,True
simulation,3,14,27,"[27, 27, 27]",1945,3.28892,True
simulation,3,15,34,"[34, 34, 34]",2925,3.466126,True
simulation,3,16,40,"[40, 40, 40]",3921,3.593397,True
simulation,3,17,46,"[46, 46, 46]",5061,3.704236,True
simulation,3,18,50,"[50, 50, 50]",5901,3.770926,True
simulation,3,19,55,"[55, 55, 55]",7041,3.847634,True
simulation,3,20,59,"[59, 59, 59]",8025,3.904445,True
simulation,3,21,63,"[63, 63, 63]",9073,3.957751,True
simulation,3,22,66,"[66, 66, 66]",9901,3.995679,True
simulation,3,23,96,"[96, 96, 96]",20161,4.304512,True
simulation,3,24,118,"[118, 118, 118]",29973,4.47673,True
simulation,3,25,137,"[137, 137, 137]",40005,4.602114,True
simulation,3,26,154,"[154, 154, 154]",50205,4.700747,True
simulation,3,27,169,"[169, 169, 169]",60165,4.779344,True
simulation,3,28,183,"[183, 183, 183]",70273,4.846788,True
simulation,3,29,196,"[196, 196, 196]",80361,4.905045,True
simulation,3,30,208,"[208, 208, 208]",90273,4.955558,True
simulation,3,31,219,"[219, 219, 219]",99865,4.999413,True
simulation,3,32,312,"[312, 312, 312]",200305,5.301692,True
simulation,3,33,383,"[383, 383, 383]",300273,5.477516,True
simulation,3,34,443,"[443, 443, 443]",400473,5.602573,True
simulation,3,35,496,"[496, 496, 496]",500961,5.699804,True
simulation,3,36,543,"[543, 543, 543]",599473,5.77777,True
simulation,3,37,587,"[587, 587, 587]",699705,5.844915,True
simulation,3,38,628,"[628, 628, 628]",800073,5.90313,True
simulation,3,39,666,"[666, 666, 666]",899101,5.953808,True
simulation,3,40,703,"[703, 703, 703]",1001073,6.000466,True
simulation,3,41,996,"[996, 996, 996]",2001961,6.301456,True
simulation,3,42,1220,"[1220, 1220, 1220]",2998761,6.476942,True
simulation,3,43,1410,"[1410, 1410, 1410]",4001581,6.602232,True
simulation,3,44,1577,"[1577, 1577, 1577]",5002245,6.699165,True
simulation,3,45,1728,"[1728, 1728, 1728]",6003073,6.778374,True
simulation,3,46,1866,"[1866, 1866, 1866]",6997501,6.844943,True
simulation,3,47,1996,"[1996, 1996, 1996]",8003961,6.903305,True
simulation,3,48,2117,"[2117, 2117, 2117]",9001485,6.954314,True
simulation,3,49,2232,"[2232, 2232, 2232]",10003825,7.000166,True
simulation,3,50,3158,"[3158, 3158, 3158]",20002773,7.30109,True
simulation,3,51,3868,"[3868, 3868, 3868]",29992473,7.477012,True
simulation,3,52,4468,"[4468, 4468, 4468]",40006473,7.60213,True
simulation,3,53,4996,"[4996, 4996, 4996]",50009961,7.699057,True
simulation,3,54,5473,"[5473, 5473, 5473]",60005973,7.778194,True
simulation,3,55,5912,"[5912, 5912, 5912]",70009905,7.845159,True
simulation,3,56,6320,"[6320, 6320, 6320]",79998561,7.903082,True
simulation,3,57,6704,"[6704, 6704, 6704]",90007905,7.954281,True
simulation,3,58,7067,"[7067, 7067, 7067]",100012185,8.000053,True
simulation,3,59,7535,"[7535, 7535, 7535]",113688081,8.055715,True
simulation,3,60,7976,"[7976, 7976, 7976]",127376721,8.10509,True
simulation,3,61,8394,"[8394, 8394, 8394]",141069565,8.149433,True
simulation,3,62,8792,"[8792, 8792, 8792]",154756785,8.18965,True
simulation,3,63,9173,"[9173, 9173, 9173]",168452973,8.226479,True
simulation,3,64,9539,"[9539, 9539, 9539]",182156745,8.260445,True
simulation,3,65,9891,"[9891, 9891, 9891]",195841801,8.291905,True
simulation,3,66,10231,"[10231, 10231, 10231]",209530881,8.321248,True
simulation,3,67,10560,"[10560, 10560, 10560]",223217281,8.348728,True
simulation,4,1,1,"[1, 1, 1, 1]",25,1.39794,True
simulation,4,2,2,"[2, 2, 2, 2]",55,1.740363,True
simulation,4,3,3,"[3, 3, 3, 3]",91,1.959041,True
simulation,4,4,5,"[5, 5, 5, 5]",181,2.257679,True
simulation,4,5,7,"[7, 7, 7, 7]",295,2.469822,True
simulation,4,6,9,"[9, 9, 9, 9]",433,2.636488,True
simulation,4,7,10,"[10, 10, 10, 10]",511,2.708421,True
simulation,4,8,11,"[11, 11, 11, 11]",595,2.774517,True
simulation,4,9,12,"[12, 12, 12, 12]",685,2.835691,True
simulation,4,10,13,"[13, 13, 13, 13]",781,2.892651,True
simulation,4,11,14,"[14, 14, 14, 14]",883,2.945961,True
simulation,4,12,15,"[15, 15, 15, 15]",991,2.996074,True
simulation,4,13,23,"[23, 23, 23, 23]",2071,3.31618,True
simulation,4,14,28,"[28, 28, 28, 28]",2941,3.468495,True
simulation,4,15,33,"[33, 33, 33, 33]",3961,3.597805,True
simulation,4,16,37,"[37, 37, 37, 37]",4885,3.688865,True
simulation,4,17,41,"[41, 41, 41, 41]",5905,3.77122,True
simulation,4,18,45,"[45, 45, 45, 45]",7021,3.846399,True
simulation,4,19,48,"[48, 48, 48, 48]",7921,3.89878,True
simulation,4,20,51,"[51, 51, 51, 51]",8875,3.948168,True
simulation,4,21,54,"[54, 54, 54, 54]",9883,3.994889,True
simulation,4,22,78,"[78, 78, 78, 78]",19891,4.298657,True
simulation,4,23,97,"[97, 97, 97, 97]",30265,4.480941,True
simulation,4,24,112,"[112, 112, 112, 112]",39985,4.601897,True
simulation,4,25,126,"[126, 126, 126, 126]",50275,4.701352,True
simulation,4,26,138,"[138, 138, 138, 138]",60031,4.778376,True
simulation,4,27,149,"[149, 149, 149, 149]",69733,4.843438,True
simulation,4,28,160,"[160, 160, 160, 160]",80161,4.903963,True
simulation,4,29,170,"[170, 170, 170, 170]",90271,4.955548,True
simulation,4,30,179,"[179, 179, 179, 179]",99883,4.999492,True
simulation,4,31,255,"[255, 255, 255, 255]",200431,5.301965,True
simulation,4,32,313,"[313, 313, 313, 313]",300481,5.477817,True
simulation,4,33,362,"[362, 362, 362, 362]",400735,5.602857,True
simulation,4,34,405,"[405, 405, 405, 405]",500581,5.699474,True
simulation,4,35,444,"[444, 444, 444, 444]",600733,5.778681,True
simulation,4,36,480,"[480, 480, 480, 480]",701281,5.845892,True
simulation,4,37,513,"[513, 513, 513, 513]",800281,5.903243,True
simulation,4,38,544,"[544, 544, 544, 544]",899233,5.953872,True
simulation,4,39,574,"[574, 574, 574, 574]",1000483,6.00021,True
simulation,4,40,813,"[813, 813, 813, 813]",1999981,6.301026,True
simulation,4,41,997,"[997, 997, 997, 997]",3002965,6.47755,True
simulation,4,42,1151,"[1151, 1151, 1151, 1151]",3998575,6.601905,True
simulation,4,43,1287,"[1287, 1287, 1287, 1287]",4996135,6.698634,True
simulation,4,44,1411,"[1411, 1411, 1411, 1411]",6002395,6.778325,True
simulation,4,45,1524,"[1524, 1524, 1524, 1524]",6999733,6.845081,True
simulation,4,46,1629,"[1629, 1629, 1629, 1629]",7995133,6.902826,True
simulation,4,47,1729,"[1729, 1729, 1729, 1729]",9004633,6.954466,True
simulation,4,48,1822,"[1822, 1822, 1822, 1822]",9997315,6.999883,True
simulation,4,49,2578,"[2578, 2578, 2578, 2578]",19992391,7.300865,True
simulation,4,50,3159,"[3159, 3159, 3159, 3159]",30004183,7.477182,True
simulation,4,51,3648,"[3648, 3648, 3648, 3648]",40000321,7.602063,True
simulation,4,52,4079,"[4079, 4079, 4079, 4079]",50000383,7.698973,True
simulation,4,53,4469,"[4469, 4469, 4469, 4469]",60009733,7.778222,True
simulation,4,54,4827,"[4827, 4827, 4827, 4827]",70001155,7.845105,True
simulation,4,55,5160,"[5160, 5160, 5160, 5160]",79985161,7.903009,True
simulation,4,56,5474,"[5474, 5474, 5474, 5474]",90008983,7.954286,True
simulation,4,57,5770,"[5770, 5770, 5770, 5770]",99999871,7.999999,True
simulation,4,58,6145,"[6145, 6145, 6145, 6145]",113412121,8.054659,True
simulation,4,59,6499,"[6499, 6499, 6499, 6499]",126847483,8.103282,True
simulation,4,60,6834,"[6834, 6834, 6834, 6834]",140254183,8.146916,True
simulation,4,61,7154,"[7154, 7154, 7154, 7154]",153689383,8.186644,True
simulation,4,62,7460,"[7460, 7460, 7460, 7460]",167111461,8.223006,True
simulation,4,63,7754,"[7754, 7754, 7754, 7754]",180536383,8.256565,True
simulation,4,64,8038,"[8038, 8038, 8038, 8038]",193997131,8.287795,True
simulation,4,65,8311,"[8311, 8311, 8311, 8311]",207392695,8.316793,True
simulation,4,66,8576,"[8576, 8576, 8576, 8576]",220823425,8.344045,True
simulation,5,1,1,"[1, 1, 1, 1, 1]",29,1.462398,True
simulation,5,2,2,"[2, 2, 2, 2, 2]",65,1.812913,True
simulation,5,3,3,"[3, 3, 3, 3, 3]",109,2.037426,True
simulation,5,4,5,"[5, 5, 5, 5, 5]",221,2.344392,True
simulation,5,5,6,"[6, 6, 6, 6, 6]",289,2.460898,True
simulation,5,6,7,"[7, 7, 7, 7, 7]",365,2.562293,True
simulation,5,7,9,"[9, 9, 9, 9, 9]",541,2.733197,True
simulation,5,8,10,"[10, 10, 10, 10, 10]",641,2.806858,True
simulation,5,9,11,"[11, 11, 11, 11, 11]",749,2.874482,True
simulation,5,10,12,"[12, 12, 12, 12, 12]",865,2.937016,True
simulation,5,11,13,"[13, 13, 13, 13, 13]",989,2.995196,True
simulation,5,12,20,"[20, 20, 20, 20, 20]",2081,3.318272,True
simulation,5,13,25,"[25, 25, 25, 25, 25]",3101,3.491502,True
simulation,5,14,29,"[29, 29, 29, 29, 29]",4061,3.608633,True
simulation,5,15,32,"[32, 32, 32, 32, 32]",4865,3.687083,True
simulation,5,16,36,"[36, 36, 36, 36, 36]",6049,3.781684,True
simulation,5,17,39,"[39, 39, 39, 39, 39]",7021,3.846399,True
simulation,5,18,42,"[42, 42, 42, 42, 42]",8065,3.906604,True
simulation,5,19,45,"[45, 45, 45, 45, 45]",9181,3.96289,True
simulation,5,20,47,"[47, 47, 47, 47, 47]",9965,3.998477,True
simulation,5,21,68,"[68, 68, 68, 68, 68]",20129,4.303822,True
simulation,5,22,84,"[84, 84, 84, 84, 84]",30241,4.480596,True
simulation,5,23,97,"[97, 97, 97, 97, 97]",39965,4.60168,True
simulation,5,24,109,"[109, 109, 109, 109, 109]",50141,4.700193,True
simulation,5,25,120,"[120, 120, 120, 120, 120]",60481,4.781619,True
simulation,5,26,129,"[129, 129, 129, 129, 129]",69661,4.84299,True
simulation,5,27,138,"[138, 138, 138, 138, 138]",79489,4.900307,True
simulation,5,28,147,"[147, 147, 147, 147, 147]",89965,4.954074,True
simulation,5,29,155,"[155, 155, 155, 155, 155]",99821,4.999222,True
simulation,5,30,221,"[221, 221, 221, 221, 221]",200669,5.30248,True
simulation,5,31,271,"[271, 271, 271, 271, 271]",300269,5.47751,True
simulation,5,32,313,"[313, 313, 313, 313, 313]",399389,5.601396,True
simulation,5,33,351,"[351, 351, 351, 351, 351]",501229,5.700036,True
simulation,5,34,384,"[384, 384, 384, 384, 384]",599041,5.777457,True
simulation,5,35,415,"[415, 415, 415, 415, 415]",698861,5.844391,True
simulation,5,36,444,"[444, 444, 444, 444, 444]",799201,5.902656,True
simulation,5,37,471,"[471, 471, 471, 471, 471]",898669,5.9536,True
simulation,5,38,497,"[497, 497, 497, 497, 497]",999965,5.999985,True
simulation,5,39,704,"[704, 704, 704, 704, 704]",1999361,6.300891,True
simulation,5,40,863,"[863, 863, 863, 863, 863]",2999789,6.477091,True
simulation,5,41,997,"[997, 997, 997, 997, 997]",3999965,6.602056,True
simulation,5,42,1115,"[1115, 1115, 1115, 1115, 1115]",4999661,6.698941,True
simulation,5,43,1222,"[1222, 1222, 1222, 1222, 1222]",6002465,6.77833,True
simulation,5,44,1320,"[1320, 1320, 1320, 1320, 1320]",7001281,6.845178,True
simulation,5,45,1411,"[1411, 1411, 1411, 1411, 1411]",7997549,6.902957,True
simulation,5,46,1497,"[1497, 1497, 1497, 1497, 1497]",8999965,6.954241,True
simulation,5,47,1578,"[1578, 1578, 1578, 1578, 1578]",9998209,6.999922,True
simulation,5,48,2233,"[2233, 2233, 2233, 2233, 2233]",19998749,7.301003,True
simulation,5,49,2736,"[2736, 2736, 2736, 2736, 2736]",30008449,7.477244,True
simulation,5,50,3159,"[3159, 3159, 3159, 3159, 3159]",39992941,7.601983,True
simulation,5,51,3533,"[3533, 3533, 3533, 3533, 3533]",50013149,7.699084,True
simulation,5,52,3870,"[3870, 3870, 3870, 3870, 3870]",60000481,7.778155,True
simulation,5,53,4180,"[4180, 4180, 4180, 4180, 4180]",69989921,7.845036,True
simulation,5,54,4469,"[4469, 4469, 4469, 4469, 4469]",79995101,7.903063,True
simulation,5,55,4740,"[4740, 4740, 4740, 4740, 4740]",89984161,7.954166,True
simulation,5,56,4997,"[4997, 4997, 4997, 4997, 4997]",99999965,8.0,True
simulation,5,57,5302,"[5302, 5302, 5302, 5302, 5302]",112572065,8.051431,True
simulation,5,58,5590,"[5590, 5590, 5590, 5590, 5590]",125126561,8.09735,True
simulation,5,59,5864,"[5864, 5864, 5864, 5864, 5864]",137686721,8.138892,True
simulation,5,60,6126,"[6126, 6126, 6126, 6126, 6126]",150258529,8.176839,True
simulation,5,61,6377,"[6377, 6377, 6377, 6377, 6377]",162817565,8.211701,True
simulation,5,62,6619,"[6619, 6619, 6619, 6619, 6619]",175403501,8.244038,True
simulation,5,63,6852,"[6852, 6852, 6852, 6852, 6852]",187964065,8.274075,True
simulation,5,64,7078,"[7078, 7078, 7078, 7078, 7078]",200562209,8.302249,True
simulation,5,65,7296,"[7296, 7296, 7296, 7296, 7296]",213101569,8.328587,True
simulation,6,1,1,"[1, 1, 1, 1, 1, 1]",33,1.518514,True
simulation,6,2,2,"[2, 2, 2, 2, 2, 2]",75,1.875061,True
simulation,6,3,4,"[4, 4, 4, 4, 4, 4]",189,2.276462,True
simulation,6,4,5,"[5, 5, 5, 5, 5, 5]",261,2.416641,True
simulation,6,5,7,"[7, 7, 7, 7, 7, 7]",435,2.638489,True
simulation,6,6,8,"[8, 8, 8, 8, 8, 8]",537,2.729974,True
simulation,6,7,9,"[9, 9, 9, 9, 9, 9]",649,2.812245,True
simulation,6,8,10,"[10, 10, 10, 10, 10, 10]",771,2.887054,True
simulation,6,9,11,"[11, 11, 11, 11, 11, 11]",903,2.955688,True
simulation,6,10,12,"[12, 12, 12, 12, 12, 12]",1045,3.019116,True
simulation,6,11,17,"[17, 17, 17, 17, 17, 17]",1905,3.279895,True
simulation,6,12,22,"[22, 22, 22, 22, 22, 22]",3015,3.479287,True
simulation,6,13,26,"[26, 26, 26, 26, 26, 26]",4083,3.610979,True
simulation,6,14,29,"[29, 29, 29, 29, 29, 29]",4989,3.698014,True
simulation,6,15,32,"[32, 32, 32, 32, 32, 32]",5985,3.777064,True
simulation,6,16,35,"[35, 35, 35, 35, 35, 35]",7071,3.849481,True
simulation,6,17,37,"[37, 37, 37, 37, 37, 37]",7845,3.894593,True
simulation,6,18,40,"[40, 40, 40, 40, 40, 40]",9081,3.958134,True
simulation,6,19,42,"[42, 42, 42, 42, 42, 42]",9955,3.998041,True
simulation,6,20,61,"[61, 61, 61, 61, 61, 61]",20253,4.306489,True
simulation,6,21,75,"[75, 75, 75, 75, 75, 75]",30151,4.479302,True
simulation,6,22,87,"[87, 87, 87, 87, 87, 87]",40195,4.604172,True
simulation,6,23,97,"[97, 97, 97, 97, 97, 97]",49665,4.69605,True
simulation,6,24,107,"[107, 107, 107, 107, 107, 107]",60135,4.779127,True
simulation,6,25,116,"[116, 116, 116, 116, 116, 116]",70413,4.847653,True
simulation,6,26,124,"[124, 124, 124, 124, 124, 124]",80229,4.904331,True
simulation,6,27,131,"[131, 131, 131, 131, 131, 131]",89343,4.951061,True
simulation,6,28,139,"[139, 139, 139, 139, 139, 139]",100359,5.001556,True
simulation,6,29,197,"[197, 197, 197, 197, 197, 197]",199365,5.299649,True
simulation,6,30,242,"[242, 242, 242, 242, 242, 242]",299355,5.476187,True
simulation,6,31,280,"[280, 280, 280, 280, 280, 280]",399561,5.601583,True
simulation,6,32,314,"[314, 314, 314, 314, 314, 314]",501459,5.700235,True
simulation,6,33,344,"[344, 344, 344, 344, 344, 344]",600969,5.778852,True
simulation,6,34,371,"[371, 371, 371, 371, 371, 371]",698223,5.843994,True
simulation,6,35,397,"[397, 397, 397, 397, 397, 397]",798765,5.902419,True
simulation,6,36,422,"[422, 422, 422, 422, 422, 422]",901815,5.955117,True
simulation,6,37,445,"[445, 445, 445, 445, 445, 445]",1002141,6.000929,True
simulation,6,38,630,"[630, 630, 630, 630, 630, 630]",2001511,6.301358,True
simulation,6,39,772,"[772, 772, 772, 772, 772, 772]",3000765,6.477232,True
simulation,6,40,892,"[892, 892, 892, 892, 892, 892]",4002405,6.602321,True
simulation,6,41,997,"[997, 997, 997, 997, 997, 997]",4996965,6.698706,True
simulation,6,42,1093,"[1093, 1093, 1093, 1093, 1093, 1093]",6002757,6.778351,True
simulation,6,43,1181,"[1181, 1181, 1181, 1181, 1181, 1181]",7005693,6.845451,True
simulation,6,44,1262,"[1262, 1262, 1262, 1262, 1262, 1262]",7997295,6.902943,True
simulation,6,45,1339,"[1339, 1339, 1339, 1339, 1339, 1339]",9000759,6.954279,True
simulation,6,46,1412,"[1412, 1412, 1412, 1412, 1412, 1412]",10006845,7.000297,True
simulation,6,47,1997,"[1997, 1997, 1997, 1997, 1997, 1997]",19993965,7.300899,True
simulation,6,48,2447,"[2447, 2447, 2447, 2447, 2447, 2447]",30005115,7.477195,True
simulation,6,49,2826,"[2826, 2826, 2826, 2826, 2826, 2826]",40007683,7.602143,True
simulation,6,50,3160,"[3160, 3160, 3160, 3160, 3160, 3160]",50013321,7.699086,True
simulation,6,51,3461,"[3461, 3461, 3461, 3461, 3461, 3461]",59986053,7.77805,True
simulation,6,52,3739,"[3739, 3739, 3739, 3739, 3739, 3739]",70001559,7.845108,True
simulation,6,53,3997,"[3997, 3997, 3997, 3997, 3997, 3997]",79987965,7.903025,True
simulation,6,54,4240,"[4240, 4240, 4240, 4240, 4240, 4240]",90002481,7.954254,True
simulation,6,55,4469,"[4469, 4469, 4469, 4469, 4469, 4469]",99980469,7.999915,True
simulation,6,56,4723,"[4723, 4723, 4723, 4723, 4723, 4723]",111661167,8.047902,True
simulation,6,57,4964,"[4964, 4964, 4964, 4964, 4964, 4964]",123340509,8.091106,True
simulation,6,58,5193,"[5193, 5193, 5193, 5193, 5193, 5193]",134976457,8.130258,True
simulation,6,59,5413,"[5413, 5413, 5413, 5413, 5413, 5413]",146648997,8.166279,True
simulation,6,60,5624,"[5624, 5624, 5624, 5624, 5624, 5624]",158298729,8.199477,True
simulation,6,61,5828,"[5828, 5828, 5828, 5828, 5828, 5828]",169985277,8.230411,True
simulation,6,62,6025,"[6025, 6025, 6025, 6025, 6025, 6025]",181665801,8.259273,True
simulation,6,63,6215,"[6215, 6215, 6215, 6215, 6215, 6215]",193298931,8.286229,True
simulation,6,64,6400,"[6400, 6400, 6400, 6400, 6400, 6400]",204972801,8.311696,True
simulation,7,1,1,"[1, 1, 1, 1, 1, 1, 1]",37,1.568202,True
simulation,7,2,2,"[2, 2, 2, 2, 2, 2, 2]",85,1.929419,True
simulation,7,3,4,"[4, 4, 4, 4, 4, 4, 4]",217,2.33646,True
simulation,7,4,5,"[5, 5, 5, 5, 5, 5, 5]",301,2.478566,True
simulation,7,5,6,"[6, 6, 6, 6, 6, 6, 6]",397,2.598791,True
simulation,7,6,7,"[7, 7, 7, 7, 7, 7, 7]",505,2.703291,True
simulation,7,7,8,"[8, 8, 8, 8, 8, 8, 8]",625,2.79588,True
simulation,7,8,9,"[9, 9, 9, 9, 9, 9, 9]",757,2.879096,True
simulation,7,9,10,"[10, 10, 10, 10, 10, 10, 10]",901,2.954725,True
simulation,7,10,11,"[11, 11, 11, 11, 11, 11, 11]",1057,3.024075,True
simulation,7,11,16,"[16, 16, 16, 16, 16, 16, 16]",2017,3.304706,True
simulation,7,12,20,"[20, 20, 20, 20, 20, 20, 20]",3001,3.477266,True
simulation,7,13,23,"[23, 23, 23, 23, 23, 23, 23]",3865,3.587149,True
simulation,7,14,26,"[26, 26, 26, 26, 26, 26, 26]",4837,3.684576,True
simulation,7,15,29,"[29, 29, 29, 29, 29, 29, 29]",5917,3.772102,True
simulation,7,16,32,"[32, 32, 32, 32, 32, 32, 32]",7105,3.851564,True
simulation,7,17,34,"[34, 34, 34, 34, 34, 34, 34]",7957,3.900749,True
simulation,7,18,36,"[36, 36, 36, 36, 36, 36, 36]",8857,3.947287,True
simulation,7,19,38,"[38, 38, 38, 38, 38, 38, 38]",9805,3.991448,True
simulation,7,20,55,"[55, 55, 55, 55, 55, 55, 55]",19801,4.296687,True
simulation,7,21,68,"[68, 68, 68, 68, 68, 68, 68]",29785,4.473998,True
simulation,7,22,79,"[79, 79, 79, 79, 79, 79, 79]",39817,4.600069,True
simulation,7,23,89,"[89, 89, 89, 89, 89, 89, 89]",50197,4.700678,True
