task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
classification,1,ablation_stl,stl_ablation_r01_d04_w0038_38_38_38_38,"[38, 38, 38, 38]",7113,0.30402024908403597,96,106,0.30413922543782246,0.8756820020309461
classification,2,ablation_stl,stl_ablation_r02_d04_w0038_38_38_38_38,"[38, 38, 38, 38]",7113,0.3156909066653802,95,105,0.32694906771887794,0.8675065833634533
classification,3,ablation_stl,stl_ablation_r03_d04_w0038_38_38_38_38,"[38, 38, 38, 38]",7113,0.3124822801918756,83,93,0.3188527819262985,0.8689351302042994
classification,4,ablation_stl,stl_ablation_r04_d04_w0038_38_38_38_38,"[38, 38, 38, 38]",7113,0.28452100845713274,172,182,0.29130705579074306,0.884804048123096
classification,5,ablation_stl,stl_ablation_r05_d04_w0038_38_38_38_38,"[38, 38, 38, 38]",7113,0.2992154203381088,134,144,0.32238420990419825,0.8690900328737887
classification,1,ablation_stl,stl_ablation_r01_d04_w0041_41_41_41_41,"[41, 41, 41, 41]",8043,0.2808344181846894,125,135,0.28577613372767524,0.8856474071014269
classification,2,ablation_stl,stl_ablation_r02_d04_w0041_41_41_41_41,"[41, 41, 41, 41]",8043,0.30025865744872277,104,114,0.3051905014598389,0.8766458408633242
classification,3,ablation_stl,stl_ablation_r03_d04_w0041_41_41_41_41,"[41, 41, 41, 41]",8043,0.3255854443461203,55,65,0.34338093509042295,0.8579714634859985
classification,4,ablation_stl,stl_ablation_r04_d04_w0041_41_41_41_41,"[41, 41, 41, 41]",8043,0.2927520485211029,112,122,0.3242074446204944,0.8683843651572262
classification,5,ablation_stl,stl_ablation_r05_d04_w0041_41_41_41_41,"[41, 41, 41, 41]",8043,0.2734592036863126,137,147,0.3172360485605347,0.8692621469509991
classification,1,ablation_stl,stl_ablation_r01_d04_w0044_44_44_44_44,"[44, 44, 44, 44]",9027,0.2672438568400938,143,153,0.2708171957530277,0.8919295709196056
classification,2,ablation_stl,stl_ablation_r02_d04_w0044_44_44_44_44,"[44, 44, 44, 44]",9027,0.26347913439441134,139,149,0.27454446853761394,0.8892790141305658
classification,3,ablation_stl,stl_ablation_r03_d04_w0044_44_44_44_44,"[44, 44, 44, 44]",9027,0.2935816775360148,112,122,0.32731615953682536,0.866026402299444
classification,4,ablation_stl,stl_ablation_r04_d04_w0044_44_44_44_44,"[44, 44, 44, 44]",9027,0.27091311219093467,140,150,0.2965132159361222,0.8801741794461369
classification,5,ablation_stl,stl_ablation_r05_d04_w0044_44_44_44_44,"[44, 44, 44, 44]",9027,0.2841023176519172,104,114,0.30285955654600416,0.8764393039706717
classification,1,ablation_stl,stl_ablation_r01_d04_w0047_47_47_47_47,"[47, 47, 47, 47]",10065,0.2709467064283614,111,121,0.28143401596532264,0.8863014405948263
classification,2,ablation_stl,stl_ablation_r02_d04_w0047_47_47_47_47,"[47, 47, 47, 47]",10065,0.2599611588866142,130,140,0.2608275752553648,0.8966110738197277
classification,3,ablation_stl,stl_ablation_r03_d04_w0047_47_47_47_47,"[47, 47, 47, 47]",10065,0.25072480436785144,187,197,0.2503141311983162,0.8999845097330511
classification,4,ablation_stl,stl_ablation_r04_d04_w0047_47_47_47_47,"[47, 47, 47, 47]",10065,0.23733889494094543,216,226,0.2411567008617821,0.9042185160324263
classification,5,ablation_stl,stl_ablation_r05_d04_w0047_47_47_47_47,"[47, 47, 47, 47]",10065,0.2725433153400622,124,134,0.27837630519009143,0.8876439303970671
